generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score,issue_with_summaries,
ERAVACYCLINE,"The drug label for XERAVA (eravacycline) discusses infertility risks in the following sections:
 

 ### Section 8.3 Females and Males of Reproductive Potential
 - **Infertility**: 
  - **Summary**: Based on animal studies, XERAVA can lead to impaired spermiation and sperm maturation, resulting in abnormal sperm morphology and poor motility. The effect is reversible in rats. The long-term effects of XERAVA on male fertility have not been studied.
  - **Association/Cause**: The drug itself (XERAVA) was associated with impaired spermiation and sperm maturation, resulting in abnormal sperm morphology and poor motility in animal studies.
 

 ### Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility
 - **Summary**: There are no human data on the effect of eravacycline on fertility. Eravacycline did not affect mating or fertility in male rats following intravenous administration at a dose approximating a clinical dose of 0.65 mg/kg/day. However, eravacycline administration at higher doses was associated with adverse reactions on male fertility and spermatogenesis that were at least partially reversible after a 70-day recovery period (1 spermatogenic cycle). Decreased sperm counts, abnormal sperm morphology, and reduced sperm motility were observed with testicular effects (impaired spermiation and sperm maturation). There were no adverse reactions on mating or fertility in female rats administered intravenous eravacycline at a dose approximating a clinical dose of 3.2 mg/kg/day.
  - **Association/Cause**: The drug itself (eravacycline) did not affect mating or fertility in male rats at a clinical dose but was associated with adverse reactions on male fertility and spermatogenesis at higher doses. The drug itself (eravacycline) was associated with decreased sperm counts, abnormal sperm morphology, and reduced sperm motility. The drug itself (eravacycline) did not cause adverse reactions on mating or fertility in female rats at a clinical dose.
 

 ### Section 13.2 Animal Toxicology and/or Pharmacology
 - **Summary**: Decreased sperm counts and eravacycline-related lesions noted in the testes and epididymides were seen in general toxicology studies in rats and were reversible. These findings were anticipated effects for a tetracycline-class compound.
  - **Association/Cause**: The drug itself (eravacycline) was associated with decreased sperm counts and lesions in the testes and epididymides in rats.
 

 In summary, the drug XERAVA (eravacycline) was associated with infertility risks in animal studies, specifically affecting male fertility by causing impaired spermiation, sperm maturation, decreased sperm counts, abnormal sperm morphology, and reduced sperm motility. These effects were observed to be at least partially reversible. No adverse effects on female fertility were noted at clinical doses.",Most,Yes,1,1,,
METHYLENE BLUE,"The drug label for PROVAYBLUE (methylene blue) discusses infertility risks in the following section:
 

 ### 13 NONCLINICAL TOXICOLOGY
 #### 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility
 - **Sentence:** ""Fertility studies with methylene blue have not been conducted.""
  - **Summary:** No fertility studies have been conducted with the drug itself, so there is no direct evidence associating the drug with infertility risks.
 

 - **Sentence:** ""In vitro, methylene blue reduced motility of human sperm in a concentration dependent manner.""
  - **Summary:** The drug itself was associated with reduced motility of human sperm in laboratory studies, indicating a potential risk for infertility.
 

 In summary, while no direct fertility studies have been conducted with PROVAYBLUE, in vitro studies indicate that the drug itself can reduce sperm motility, suggesting a potential risk for infertility.",Less,Yes,1,1,,
PAZOPANIB HYDROCHLORIDE,"The drug label for VOTRIENT (pazopanib) discusses infertility risks in several sections. Here is a summary of those parts, clearly stating whether the drug itself was associated with or caused the infertility risk:
 

 1. **Section 5.19 - Embryo-Fetal Toxicity:**
  - ""Based on findings from animal studies, VOTRIENT may impair fertility in females and males of reproductive potential while receiving treatment.""
  - **Summary:** The drug itself (VOTRIENT) was associated with the risk of impairing fertility in both females and males based on animal studies.
 

 2. **Section 8.3 - Females and Males of Reproductive Potential:**
  - ""Infertility: Based on findings from animal studies, VOTRIENT may impair fertility in females and males of reproductive potential while receiving treatment.""
  - **Summary:** The drug itself (VOTRIENT) was associated with the risk of impairing fertility in both females and males based on animal studies.
 

 3. **Section 13.1 - Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""In an oral female fertility and early embryonic development study, female rats were administered pazopanib at least 15 days prior to mating, and for 6 days after mating. Pazopanib did affect fertility in female rats.""
  - **Summary:** The drug itself (pazopanib) caused infertility in female rats.
  - ""Reduced fertility, including increased pre-implantation loss and early resorptions, were noted at dosages greater than or equal to 30 mg/kg/day (approximately 0.4-fold the AUC at the MRHD of 800 mg/day).""
  - **Summary:** The drug itself (pazopanib) caused reduced fertility in female rats.
  - ""Decreased corpora lutea and increased cysts were noted in mice given greater than or equal to 100 mg/kg/day for 13 weeks and ovarian atrophy was noted in rats given greater than or equal to 300 mg/kg/day for 26 weeks (approximately 1.3 and 0.85-fold the AUC at the MRHD of 800 mg/day).""
  - **Summary:** The drug itself (pazopanib) caused decreased corpora lutea, increased cysts, and ovarian atrophy in animal studies.
  - ""Decreased corpora lutea was also noted in monkeys given 500 mg/kg/day for up to 34 weeks (approximately 0.4-fold the AUC at the MRHD of 800 mg/day).""
  - **Summary:** The drug itself (pazopanib) caused decreased corpora lutea in monkeys.
  - ""Pazopanib did not affect mating or fertility in male rats. However, there were reductions in sperm production rates and testicular sperm concentrations at doses greater than or equal to 3 mg/kg/day, epididymal sperm concentrations at doses greater than or equal to 30 mg/kg/day, and sperm motility at greater than or equal to 100 mg/kg/day following 15 weeks of dosing.""
  - **Summary:** The drug itself (pazopanib) caused reductions in sperm production rates, testicular sperm concentrations, epididymal sperm concentrations, and sperm motility in male rats.
  - ""Following 15 and 26 weeks of dosing, there were decreased testicular and epididymal weights at doses of greater than or equal to 30 mg/kg/day (approximately 0.35-fold the AUC at the MRHD of 800 mg/day); atrophy and degeneration of the testes with aspermia, hypospermia, and cribiform change in the epididymis was also observed at this dose in the 6-month toxicity studies in male rats.""
  - **Summary:** The drug itself (pazopanib) caused decreased testicular and epididymal weights, atrophy, and degeneration of the testes, as well as aspermia and hypospermia in male rats.
 

 In summary, VOTRIENT (pazopanib) is associated with infertility risks in both females and males based on findings from animal studies. The drug caused various reproductive issues such as reduced fertility, ovarian atrophy, decreased sperm production, and testicular degeneration in animal models.",Most,Yes,1,1,,
ALISKIREN HEMIFUMARATE,"The drug label for Tekturna (aliskiren) includes the following information related to infertility risks:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""Fertility of male and female rats was unaffected at doses of up to 250 mg aliskiren/kg/day (8 times the MRHD of 300 mg Tekturna/60 kg on a mg/m² basis).""
  - **Summary:** The drug itself was not associated with or did not cause infertility risks in male and female rats at doses up to 250 mg/kg/day.
 

 In summary, the drug label indicates that Tekturna (aliskiren) was not associated with or did not cause infertility risks in the animal studies conducted.",No,No,1,1,,
UBROGEPANT,"The drug label for UBRELVY (ubrogepant) includes a section on nonclinical toxicology that discusses the potential impact of the drug on fertility. Here is a summary of the relevant parts:
 

 1. **Impairment of Fertility Section:**
  - **Sentence:** ""Oral administration of ubrogepant (0, 20, 80, or 160 mg/kg/day) to male and female rats (mated with drug-naïve females and males, respectively) resulted in no adverse effects on fertility or reproductive performance.""
  - **Summary:** The drug itself was not associated with or did not cause infertility risk in the tested rats.
 

 2. **Plasma Exposures:**
  - **Sentence:** ""Plasma exposures (AUC) at the highest dose tested are approximately 30 times that in humans at the MRHD.""
  - **Summary:** The drug itself was not associated with or did not cause infertility risk, even at plasma exposure levels significantly higher than those in humans at the maximum recommended human dose (MRHD).
 

 In summary, the drug label indicates that UBRELVY (ubrogepant) was not associated with or did not cause infertility risks in the animal studies conducted.",No,No,1,1,,
DOXAZOSIN MESYLATE,"The drug label for CARDURA XL (doxazosin) includes information on infertility risks in the section titled ""13 NONCLINICAL TOXICOLOGY."" Here is a summary of the relevant parts:
 

 1. **Fertility in Males:**
  - **Sentence:** ""Studies in rats after oral administration of doxazosin base showed reduced fertility in males, which was reversible after two weeks of treatment termination at doxazosin base exposure of 13-fold above the human exposure (AUC) at the MHRD of 8 mg CARDURA XL.""
  - **Summary:** The drug itself (doxazosin base) was associated with reduced fertility in male rats, but this effect was reversible after two weeks of stopping the treatment.
 

 2. **Human Reports:**
  - **Sentence:** ""There have been no reports of any effects of doxazosin on male fertility in humans.""
  - **Summary:** The drug itself (doxazosin) has not been associated with or caused infertility in humans, as there have been no reports of such effects.
 

 In summary, while animal studies (specifically in rats) showed that doxazosin base could reduce male fertility, this effect was reversible. There have been no reports of doxazosin causing infertility in humans.",Less,No,1,1,,
PRUCALOPRIDE,"The drug label for MOTEGRITY (prucalopride) discusses infertility risks in the section titled ""13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Impairment of Fertility Study in Rats**:
  - **Sentence**: ""In an oral fertility and early embryonic development study performed in rats at doses of 5, 20, and 80 mg/kg/day, there was no evidence of adverse effects on fertility at doses up to 20 mg/kg.""
  - **Summary**: The drug itself was not associated with infertility risks at doses up to 20 mg/kg in rats.
 

 2. **High Dose Effects**:
  - **Sentence**: ""At the highest dose of 80 mg/kg (about 390 times the recommended human dose of 2 mg/day, based on body surface area), an increase in pre-coital interval, pseudo-pregnancies, and pre-implantation loss were seen.""
  - **Summary**: The drug itself caused infertility risks at the highest dose of 80 mg/kg, including increased pre-coital interval, pseudo-pregnancies, and pre-implantation loss in rats.
 

 3. **Possible Mechanism**:
  - **Sentence**: ""These effects could be secondary to increased prolactin secretion with prucalopride treatment.""
  - **Summary**: The drug itself may cause infertility risks due to increased prolactin secretion associated with prucalopride treatment.
 

 In summary, MOTEGRITY (prucalopride) was not associated with infertility risks at lower doses in rats, but at the highest dose tested, it caused several infertility-related effects, potentially due to increased prolactin secretion.",Less,Yes,1,1,,
INDOMETHACIN EXTENDED-RELEASE,"The drug label for Indomethacin Extended-Release discusses infertility risks in the section titled ""Use in Specific Populations,"" specifically under ""8.3 Females and Males of Reproductive Potential."" Here is a summary of the relevant parts:
 

 1. **""Based on the mechanism of action, the use of prostaglandin-mediated NSAIDs, including indomethacin extended-release, may delay or prevent rupture of ovarian follicles, which has been associated with reversible infertility in some women.""**
  - **Summary:** The drug itself (indomethacin extended-release) may delay or prevent ovarian follicle rupture, potentially causing reversible infertility in some women.
 

 2. **""Published animal studies have shown that administration of prostaglandin synthesis inhibitors has the potential to disrupt prostaglandin-mediated follicular rupture required for ovulation.""**
  - **Summary:** Animal studies indicate that drugs like indomethacin (prostaglandin synthesis inhibitors) can disrupt follicular rupture, which is necessary for ovulation, potentially causing infertility.
 

 3. **""Small studies in women treated with NSAIDs have also shown a reversible delay in ovulation.""**
  - **Summary:** Studies in women treated with NSAIDs, including indomethacin, have shown that these drugs can cause a reversible delay in ovulation, potentially leading to infertility.
 

 4. **""Consider withdrawal of NSAIDs, including indomethacin extended-release, in women who have difficulties conceiving or who are undergoing investigation of infertility.""**
  - **Summary:** It is recommended to consider stopping the drug (indomethacin extended-release) in women who are having trouble conceiving or are being investigated for infertility, implying the drug may be associated with infertility issues.
 

 In summary, the drug label indicates that indomethacin extended-release itself is associated with risks of reversible infertility due to its potential to delay or prevent ovarian follicle rupture and delay ovulation.",Most,Yes,1,1,,
LOSARTAN,"The drug label for Losartan Potassium Tablets includes the following information related to infertility risks:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""Fertility and reproductive performance were not affected in studies with male rats given oral doses of losartan potassium up to approximately 150 mg/kg/day.""
  - **Summary:** The drug itself was not associated with or caused infertility risk in male rats at doses up to 150 mg/kg/day.
  - **Sentence:** ""The administration of toxic dosage levels in females (300/200 mg/kg/day) was associated with a significant (p<0.05) decrease in the number of corpora lutea/female, implants/female, and live fetuses/female at C-section.""
  - **Summary:** The drug itself was associated with infertility risk in female rats at toxic dosage levels, causing a significant decrease in reproductive parameters.
  - **Sentence:** ""At 100 mg/kg/day only a decrease in the number of corpora lutea/female was observed.""
  - **Summary:** The drug itself was associated with a decrease in the number of corpora lutea in female rats at 100 mg/kg/day.
  - **Sentence:** ""The relationship of these findings to drug treatment is uncertain since there was no effect at these dosage levels on implants/pregnant female, percent post-implantation loss, or live animals/litter at parturition.""
  - **Summary:** The drug itself's association with infertility risk is uncertain at these dosage levels due to no observed effect on other reproductive parameters.
 

 In summary, the drug label indicates that losartan potassium did not affect fertility in male rats at certain doses, but at toxic levels, it was associated with decreased reproductive parameters in female rats. The relationship of these findings to drug treatment is uncertain at lower doses.",Less,Yes,1,1,,
PHENTERMINE HCL C-IV,"The drug label for Phentermine HCL C-IV includes a section that discusses the potential risks related to infertility. Here is a summary of the relevant parts:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""Studies have not been performed with phentermine to determine the potential for carcinogenesis, mutagenesis or impairment of fertility.""
  - **Summary:** This sentence indicates that no studies have been conducted to determine whether phentermine itself is associated with or causes infertility risks.
 

 In summary, the drug label does not provide specific information or evidence that phentermine itself is associated with or causes infertility risks, as no studies have been performed to assess this potential.",No,No,1,1,,not enough evidence to make a conclusion
LEVOLEUCOVORIN INJECTION,"The drug label for Levoleucovorin Injection does not provide specific information or data regarding infertility risks. Here is a summary of the relevant section that discusses nonclinical toxicology, including potential effects on fertility:
 

 ### 13 NONCLINICAL TOXICOLOGY
 **13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility**
 - **Sentence:** ""No studies have been conducted to evaluate the potential of levoleucovorin for carcinogenesis, mutagenesis and impairment of fertility.""
  - **Summary:** This sentence states that no studies have been conducted to evaluate whether levoleucovorin itself is associated with or causes infertility risks.
 

 In summary, the drug label does not provide any specific information indicating that levoleucovorin is associated with or causes infertility risks, as no studies have been conducted to evaluate this potential.",No,No,1,1,,not enough evidence to make a conclusion
VAMOROLONE,"The drug label for AGAMREE (vamorolone) discusses infertility risks in the section on nonclinical toxicology. Here is a summary of the relevant parts:
 

 1. **Impairment of Fertility**:
  - **Sentence**: ""Fertility studies in animals were not conducted with vamorolone.""
  - **Summary**: The drug label states that specific fertility studies with vamorolone were not conducted, so there is no direct evidence from these studies about the drug causing infertility.
 

  - **Sentence**: ""Oral administration of vamorolone (0, 2, 10, or 50 mg/kg/day) for 39 weeks to dogs resulted in spermatocyte and spermatid degeneration in the testes and oligospermia and germ cell debris in the epididymis in males at the high dose and absence of corpora lutea in the ovaries in females at all doses.""
  - **Summary**: The drug label indicates that high doses of vamorolone caused degeneration of sperm cells and reduced sperm count in male dogs, and absence of corpora lutea in female dogs, suggesting that the drug itself was associated with infertility risks in these animal studies.
 

  - **Sentence**: ""Plasma exposures (AUC) in males at the no-effect dose for testicular toxicity (10 mg/kg) was lower than that at the maximum recommended human dose of AGAMREE (300 mg/day).""
  - **Summary**: The drug label notes that the no-effect dose for testicular toxicity in male dogs was lower than the maximum recommended human dose, implying that the drug itself could potentially cause infertility at higher doses.
 

 In summary, the drug label suggests that vamorolone itself was associated with infertility risks in animal studies, particularly at higher doses, but specific fertility studies in humans were not conducted.",Most,Yes,2,2,,
"THALLOUS CHLORIDE, TL 201","The drug label for Thallous Chloride Tl 201 Injection includes the following information related to infertility risks:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""No long-term animal studies have been performed to evaluate carcinogenic potential, mutagenic potential or whether this drug affects fertility in males or females.""
  - **Summary:** This sentence states that no long-term animal studies have been conducted to determine if the drug itself affects fertility in males or females. Therefore, it does not confirm an association or causation of infertility risk by the drug.
 

 In summary, the drug label does not provide evidence that Thallous Chloride Tl 201 Injection is associated with or causes infertility risks, as no studies have been conducted to evaluate this potential effect.",No,No,1,1,,not enough evidence to make a conclusion
TECHNETIUM TC 99M SULFUR COLLOID KIT,"The drug label for the Kit for the Preparation of Technetium Tc 99m Sulfur Colloid Injection does not provide specific information or warnings about infertility risks. Here is a summary of the relevant sections that discuss reproductive toxicity:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""Animal studies to evaluate the carcinogenicity, mutagenesis, or reproductive toxicity potentials of Technetium Tc 99m Sulfur Colloid have not been conducted.""
  - **Summary:** This sentence states that no animal studies have been conducted to evaluate the reproductive toxicity, including infertility risks, of the drug. Therefore, it does not confirm whether the drug itself is associated with or causes infertility risks.
 

 In conclusion, the drug label does not provide any specific information indicating that the drug itself is associated with or causes infertility risks. The absence of conducted studies means that the potential for such risks has not been evaluated.",No,No,1,1,,not enough evidence to make a conclusion
EMTRICITABINE,"The drug label for EMTRIVA (emtricitabine) discusses infertility risks in the section titled ""13 NONCLINICAL TOXICOLOGY."" Here is a summary of the relevant parts:
 

 1. **""Emtricitabine did not affect fertility in male rats at approximately 140-fold or in male and female mice at approximately 60-fold higher exposures (AUC) than in humans given the recommended 200 mg daily dose.""**
  - **Summary:** The drug itself was not associated with or did not cause infertility in male rats or male and female mice at significantly higher exposures than the human dose.
 

 2. **""Fertility was normal in the offspring of mice exposed daily from before birth (in utero) through sexual maturity at daily exposures (AUC) of approximately 60-fold higher than human exposures at the recommended 200 mg daily dose.""**
  - **Summary:** The drug itself was not associated with or did not cause infertility in the offspring of mice exposed to the drug from before birth through sexual maturity at significantly higher exposures than the human dose.
 

 In conclusion, the drug label indicates that EMTRIVA (emtricitabine) was not associated with or did not cause infertility in the animal studies conducted.",No,No,1,1,,
TETRACYCLINE HYDROCHLORIDE,"The drug label for Tetracycline Hydrochloride Capsules, USP, discusses infertility risks in the section titled ""Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Long-term animal studies are currently being conducted to determine whether tetracycline hydrochloride has carcinogenic potential.**
  - **Summary:** This sentence does not discuss infertility risks directly but mentions ongoing studies on carcinogenic potential.
 

 2. **Some related antibacterials (oxytetracycline, minocycline) have shown evidence of oncogenic activity in rats.**
  - **Summary:** This sentence does not discuss infertility risks directly but mentions oncogenic activity in related drugs.
 

 3. **In two in vitro mammalian cell assay systems (L 51784y mouse lymphoma and Chinese hamster lung cells), there was evidence of mutagenicity with tetracycline hydrochloride.**
  - **Summary:** This sentence indicates that tetracycline hydrochloride itself was associated with mutagenicity in cell assays, which could potentially relate to infertility risks.
 

 4. **Tetracycline hydrochloride had no effect on fertility when administered in the diet to male and female rats at a daily intake of approximately 400 mg/kg/day, roughly 8 times the highest recommended human dose based on body surface area.**
  - **Summary:** This sentence states that tetracycline hydrochloride itself was not associated with or did not cause infertility in rats at high doses.
 

 In summary, the drug label indicates that tetracycline hydrochloride itself was associated with mutagenicity in cell assays but was not associated with or did not cause infertility in animal studies at high doses.",No,No,1,1,,
PEMETREXED DISODIUM,"The drug label for Pemetrexed Injection discusses infertility risks in the following sections:
 

 1. **Section 8.3 Females and Males of Reproductive Potential:**
  - **Infertility:**
  - **Males:** ""Pemetrexed may impair fertility in males of reproductive potential. It is not known whether these effects on fertility are reversible.""
  - **Summary:** The drug itself (Pemetrexed) may impair fertility in males of reproductive potential. The reversibility of these effects is unknown.
 

 2. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""Pemetrexed administered intraperitoneally at doses of ≥0.1 mg/kg/day to male mice (approximately 0.0006 times the recommended human dose based on BSA) resulted in reduced fertility, hypospermia, and testicular atrophy.""
  - **Summary:** The drug itself (Pemetrexed) caused reduced fertility, hypospermia, and testicular atrophy in male mice.
 

 3. **Patient Information Section:**
  - ""Pemetrexed Injection may cause fertility problems in males. This may affect your ability to father a child. It is not known if these effects are reversible.""
  - **Summary:** The drug itself (Pemetrexed) may cause fertility problems in males, potentially affecting their ability to father a child. The reversibility of these effects is unknown.
 

 In summary, Pemetrexed itself is associated with and may cause infertility risks in males, including reduced fertility, hypospermia, and testicular atrophy. The reversibility of these effects is not known.",Most,Yes,1,1,,
SODIUM PHENYLBUTYRATE,"The drug label for PHEBURANE (sodium phenylbutyrate) does not explicitly discuss infertility risks. However, it does mention the following related points:
 

 1. **Section 6: Adverse Reactions**
  - ""Most common adverse reactions (incidence ≥ 3%) are amenorrhea or menstrual dysfunction (irregular menstrual cycles)...""
  - **Summary**: The drug itself is associated with menstrual dysfunction, which could potentially impact fertility.
 

 2. **Section 13: Nonclinical Toxicology**
  - ""Carcinogenicity, mutagenicity, and fertility studies of sodium phenylbutyrate have not been conducted.""
  - **Summary**: There is no information available on whether the drug itself causes infertility because fertility studies have not been conducted.
 

 In summary, while the drug label mentions menstrual dysfunction as a common adverse reaction, which could potentially impact fertility, there are no specific studies or data provided on the drug's direct impact on fertility.",Less,No,2,3,,
POTASSIUM CHLORIDE; POTASSIUM CHLORIDE ORAL,"The drug label for Potassium Chloride Oral Solution does not contain any sections or sentences that discuss infertility risks. There is no mention of the drug being associated with or causing infertility. The label primarily focuses on the indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, use in specific populations, overdosage, description, clinical pharmacology, and storage and handling of the drug.",No,No,1,1,,
UBLITUXIMAB,"The drug label for BRIUMVI (ublituximab-xiiy) does not explicitly discuss infertility risks. However, it does mention the following related points:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Impairment of Fertility:** ""No studies in animals have been conducted to assess the effects of BRIUMVI on male or female fertility. No adverse effects on male or female reproductive organs were observed at the only dose level evaluated (30 mg/kg) in a 26-week intravenous toxicity study in monkeys, which was associated with plasma exposures (Cave) approximately 24 times that in humans at the maximum recommended human dose (450 mg).""
  - **Summary:** No studies have been conducted to assess the effects of BRIUMVI on fertility, and no adverse effects on reproductive organs were observed in animal studies. Therefore, the drug itself was not associated with or shown to cause infertility risks based on the available data.
 

 In conclusion, the drug label does not provide evidence that BRIUMVI is associated with or causes infertility risks, as no specific studies on fertility have been conducted, and no adverse effects on reproductive organs were observed in the animal studies mentioned.",No,No,2,1,,not enough evidence to make a conclusion
TRIMETHOBENZAMIDE HYDROCHLORIDE,"The drug label for Tigan® (trimethobenzamide hydrochloride) does not explicitly discuss infertility risks. However, it does mention reproductive studies and effects observed in animal studies. Here is a summary of the relevant parts:
 

 1. **Usage in Pregnancy**:
  - **Sentence**: ""Trimethobenzamide hydrochloride was studied in reproduction experiments in rats and rabbits and no teratogenicity was suggested.""
  - **Summary**: The drug itself was not associated with causing birth defects (teratogenicity) in animal studies.
  - **Sentence**: ""The only effects observed were an increased percentage of embryonic resorptions or stillborn pups in rats administered 20 mg and 100 mg/kg and increased resorptions in rabbits receiving 100 mg/kg.""
  - **Summary**: The drug itself was associated with an increased percentage of embryonic resorptions or stillborn pups in rats and rabbits at certain doses.
  - **Sentence**: ""In each study these adverse effects were attributed to one or two dams.""
  - **Summary**: The drug itself was associated with adverse effects in a small number of animals (one or two dams).
  - **Sentence**: ""The relevance to humans is not known.""
  - **Summary**: It is not known whether the drug itself causes similar effects in humans.
 

 In summary, the drug label mentions that trimethobenzamide hydrochloride was associated with increased embryonic resorptions and stillborn pups in animal studies, but it does not provide information on infertility risks in humans. The relevance of these findings to human fertility is not known.",Less,No,1,1,,
NADOFARAGENE FIRADENOVEC-VNCG,"The drug label for ADSTILADRIN includes the following information regarding infertility risks:
 

 1. **Section 8.3 Females and Males of Reproductive Potential:**
  - **No nonclinical or clinical studies were performed to evaluate the effect of ADSTILADRIN on fertility.**
  - **Summary:** The drug label states that no studies have been conducted to evaluate whether ADSTILADRIN itself is associated with or causes infertility.
 

 2. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **No animal studies have been conducted to evaluate the effects of ADSTILADRIN on carcinogenesis, mutagenesis, or impairment of fertility.**
  - **Summary:** The drug label indicates that no animal studies have been conducted to determine if ADSTILADRIN itself is associated with or causes infertility.
 

 In summary, the drug label does not provide any evidence or data indicating that ADSTILADRIN itself is associated with or causes infertility, as no specific studies have been conducted to evaluate this risk.",No,No,1,1,,not enough evidence to make a conclusion
AMANTADINE HYDROCHLORIDE,"The drug label for Amantadine Hydrochloride Oral Solution, USP discusses infertility risks in the following sections:
 

 1. **Impairment of Fertility:**
  - **Sentence:** ""The effect of amantadine hydrochloride on fertility has not been adequately tested, that is, in a study conducted under Good Laboratory Practice (GLP) and according to current recommended methodology.""
  - **Summary:** The drug's effect on fertility has not been adequately tested, so no direct association or causation with infertility risk is established.
  - **Sentence:** ""In a three litter, non-GLP, reproduction study in rats, amantadine hydrochloride at a dose of 32 mg/kg/day (equal to the maximum recommended human dose on a mg/m2 basis) administered to both males and females slightly impaired fertility.""
  - **Summary:** In a non-GLP study in rats, the drug was associated with a slight impairment of fertility.
  - **Sentence:** ""There were no effects on fertility at a dose level of 10 mg/kg/day (or 0.3 times the maximum recommended human dose on a mg/m2 basis); intermediate doses were not tested.""
  - **Summary:** At lower doses, the drug was not associated with any effects on fertility.
  - **Sentence:** ""Failed fertility has been reported during human in vitro fertilization (IVF) when the sperm donor ingested amantadine hydrochloride 2 weeks prior to, and during the IVF cycle.""
  - **Summary:** The drug was associated with failed fertility in a human IVF case when the sperm donor ingested the drug.
 

 In summary, the drug label indicates that amantadine hydrochloride has been associated with slight impairment of fertility in a non-GLP rat study and with failed fertility in a human IVF case. However, the drug's effect on fertility has not been adequately tested under GLP conditions, and no effects on fertility were observed at lower doses in the rat study.",Less,Yes,1,1,,
TEDIZOLID PHOSPHATE,"The drug label for SIVEXTRO (tedizolid phosphate) includes information on infertility risks in the section titled ""13 NONCLINICAL TOXICOLOGY,"" specifically under ""Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Fertility Study in Male Rats:**
  - **Summary:** In a fertility study, oral tedizolid phosphate was administered to male rats at doses of 5, 15, and 50 mg/kg/day for 28 days before mating and during mating.
  - **Infertility Risk:** The study found no adverse effects on fertility or reproductive performance, including spermatogenesis, at the maximum tested dose (50 mg/kg/day).
  - **Drug Association:** The drug itself was not associated with or did not cause infertility in male rats.
 

 2. **Fertility Study in Female Rats:**
  - **Summary:** Tedizolid phosphate was administered to female rats at doses of 2.5, 5, and 15 mg/kg/day for 14 days before mating, during mating, and until Gestation Day (GD)7.
  - **Infertility Risk:** The study found no adverse effects on fertility or reproductive performance at doses up to the maximum tested dose of 15 mg/kg/day.
  - **Drug Association:** The drug itself was not associated with or did not cause infertility in female rats.
 

 In conclusion, the drug label indicates that SIVEXTRO (tedizolid phosphate) was not associated with or did not cause infertility in the animal studies conducted on both male and female rats.",No,No,1,1,,
VINORELBINE,"The drug label for Vinorelbine Injection discusses infertility risks in the following sections:
 

 1. **Section 8.3 Females and Males of Reproductive Potential - Infertility:**
  - **Males:** ""Based on animal findings, vinorelbine may impair fertility in males [see Nonclinical Toxicology (13.1)].""
  - **Summary:** The drug itself (vinorelbine) may impair fertility in males based on animal studies.
 

 2. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""Vinorelbine did not affect fertility to a statistically significant extent when administered to rats on either a once-weekly (9 mg/m2, approximately one third the human dose) or alternate-day schedule (4.2 mg/m2, approximately 0.14 times the human recommended dose) prior to and during mating.""
  - **Summary:** The drug itself (vinorelbine) did not significantly affect fertility in rats when administered at certain doses.
  - ""In male rats, administration of vinorelbine twice weekly for 13 or 26 weeks at dose levels of 2.1 and 7.2 mg/m2 (approximately 0.07 and 0.24 times the recommended human dose), respectively, resulted in decreased spermatogenesis and prostate/seminal vesicle secretion.""
  - **Summary:** The drug itself (vinorelbine) caused decreased spermatogenesis and prostate/seminal vesicle secretion in male rats at certain doses.
 

 In summary, the drug vinorelbine is associated with potential infertility risks in males, as evidenced by animal studies showing impaired fertility and decreased spermatogenesis and prostate/seminal vesicle secretion. However, it did not significantly affect fertility in rats at certain doses.",Less,Yes,1,1,,
