generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score,issue_with_summaries,
BEROTRALSTAT HYDROCHLORIDE,"The provided drug label for ORLADEYO (berotralstat) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, and use in specific populations. 
 

 Here is a summary of the key sections:
 

 1. **Indications and Usage**: ORLADEYO is indicated for prophylaxis to prevent attacks of hereditary angioedema (HAE) in adults and pediatric patients 12 years and older. It is not indicated for the treatment of acute HAE attacks.
 

 2. **Dosage and Administration**: The recommended dosage is one 150 mg capsule taken orally once daily with food. Dosage adjustments are provided for patients with hepatic impairment and those experiencing persistent gastrointestinal reactions.
 

 3. **Dosage Forms and Strengths**: ORLADEYO is available in 150 mg and 110 mg capsules.
 

 4. **Contraindications**: None listed.
 

 5. **Warnings and Precautions**: The primary warning is the risk of QT prolongation at dosages higher than the recommended 150 mg once daily.
 

 6. **Adverse Reactions**: Common adverse reactions include abdominal pain, vomiting, diarrhea, back pain, and gastroesophageal reflux disease. There is no mention of ototoxicity or auditory risks.
 

 7. **Drug Interactions**: ORLADEYO may interact with P-gp inducers and CYP2D6, CYP3A4, or P-gp substrates.
 

 8. **Use in Specific Populations**: Information is provided on the use of ORLADEYO in pregnant and lactating women, pediatric and geriatric patients, and those with renal or hepatic impairment.
 

 9. **Clinical Pharmacology**: Describes the mechanism of action, pharmacodynamics, and pharmacokinetics of berotralstat.
 

 10. **Nonclinical Toxicology**: Includes information on carcinogenesis, mutagenesis, and impairment of fertility, but no mention of ototoxicity.
 

 11. **Clinical Studies**: Summarizes the efficacy of ORLADEYO in preventing HAE attacks.
 

 12. **How Supplied/Storage and Handling**: Details on the packaging and storage conditions for ORLADEYO.
 

 13. **Patient Counseling Information**: Advises patients on the proper use of ORLADEYO and potential drug interactions.
 

 Since there is no mention of ototoxicity or auditory risks in the provided drug label, it can be concluded that ORLADEYO is not associated with or does not cause ototoxicity risks based on the information available in this label.",No,No,1,1,,
STERILE WATER,"The provided drug label for Sterile Water for Irrigation USP does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the description, clinical pharmacology, indications, contraindications, warnings, precautions, adverse reactions, overdosage, dosage and administration, and how the product is supplied and stored. 
 

 To summarize:
 

 1. **Description**: No mention of ototoxicity or auditory risks.
 2. **Clinical Pharmacology**: No mention of ototoxicity or auditory risks.
 3. **Indications and Usage**: No mention of ototoxicity or auditory risks.
 4. **Contraindications**: No mention of ototoxicity or auditory risks.
 5. **Warnings**: No mention of ototoxicity or auditory risks.
 6. **Precautions**: No mention of ototoxicity or auditory risks.
 7. **Adverse Reactions**: States ""None known,"" with no mention of ototoxicity or auditory risks.
 8. **Overdosage**: States ""None known,"" with no mention of ototoxicity or auditory risks.
 9. **Dosage and Administration**: No mention of ototoxicity or auditory risks.
 10. **How Supplied**: No mention of ototoxicity or auditory risks.
 

 In conclusion, the drug label does not associate Sterile Water for Irrigation USP with any ototoxicity risks or auditory issues.",No,No,1,1,,
NALMEFENE HYDROCHLORIDE,"The provided drug label for OPVEE (nalmefene) nasal spray does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, usage, dosage, administration, contraindications, warnings, precautions, adverse reactions, and pharmacokinetics. 
 

 Here is a summary of the relevant sections that might indirectly relate to ototoxicity or auditory risks, although none explicitly state that the drug itself is associated with or causes ototoxicity:
 

 1. **Adverse Reactions (Section 6)**:
  - The most common adverse reactions listed include nasal discomfort, headache, nausea, dizziness, hot flush, vomiting, anxiety, fatigue, nasal congestion, throat irritation, rhinalgia, decreased appetite, dysgeusia, erythema, and hyperhidrosis. 
  - **Summary**: None of these adverse reactions explicitly mention ototoxicity or auditory risks. The drug itself is not associated with or stated to cause ototoxicity in this section.
 

 2. **Warnings and Precautions (Section 5)**:
  - This section discusses the risk of recurrent respiratory and central nervous system depression, limited efficacy with partial agonists or mixed agonist/antagonists, precipitation of severe opioid withdrawal, and risk of cardiovascular effects.
  - **Summary**: There is no mention of ototoxicity or auditory risks. The drug itself is not associated with or stated to cause ototoxicity in this section.
 

 3. **Clinical Trials Experience (Section 6.1)**:
  - Adverse reactions observed in clinical trials include nasal discomfort, dizziness, rhinalgia, nasal congestion, and nausea.
  - **Summary**: None of these adverse reactions explicitly mention ototoxicity or auditory risks. The drug itself is not associated with or stated to cause ototoxicity in this section.
 

 4. **Postmarketing Experience (Section 6.2)**:
  - This section lists adverse reactions identified during post-approval use, including nausea, vomiting, sweating, tremulousness, seizures, and cardiovascular instability.
  - **Summary**: There is no mention of ototoxicity or auditory risks. The drug itself is not associated with or stated to cause ototoxicity in this section.
 

 5. **Patient Counseling Information (Section 17)**:
  - This section advises patients and caregivers on recognizing opioid overdose signs and symptoms, the risk of recurrent respiratory depression, and the potential for severe opioid withdrawal.
  - **Summary**: There is no mention of ototoxicity or auditory risks. The drug itself is not associated with or stated to cause ototoxicity in this section.
 

 In conclusion, the drug label for OPVEE (nalmefene) nasal spray does not discuss ototoxicity, auditory risks, or ototoxic reactions. Therefore, there is no indication that the drug itself is associated with or causes ototoxicity.",No,No,1,1,,
COAGULATION FACTOR X HUMAN,"The provided drug label for COAGADEX does not contain any specific sections or sentences that discuss ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and other relevant information about the drug. 
 

 To summarize:
 - **Ototoxicity and auditory risks**: There are no mentions or discussions of ototoxicity or auditory risks associated with COAGADEX in the provided drug label.
 - **Ototoxic reactions**: The label does not report any ototoxic reactions caused by COAGADEX.
 

 Therefore, based on the provided drug label, COAGADEX is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
MEPERIDINE HYDROCHLORIDE,"The provided drug label for DEMEROL™ (meperidine hydrochloride injection) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various warnings, precautions, adverse reactions, and drug interactions, but there is no specific reference to ototoxicity or auditory risks associated with the use of DEMEROL Injection.
 

 To summarize:
 - **Ototoxicity and auditory risks**: There is no mention of ototoxicity or auditory risks in the provided drug label for DEMEROL Injection.
 - **Ototoxic reactions**: The label does not discuss any ototoxic reactions related to DEMEROL Injection.
 

 Therefore, based on the provided information, DEMEROL Injection is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
CASPOFUNGIN ACETATE,"The provided drug label for CANCIDAS (caspofungin acetate) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label includes detailed information on indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, drug interactions, and use in specific populations, but there is no specific mention of ototoxicity or auditory risks associated with the use of CANCIDAS. Therefore, it can be concluded that the drug label does not associate CANCIDAS with ototoxicity or auditory risks.",No,No,1,1,,
METFORMIN ER 500 MG; METFORMIN ER 750 MG,"The provided drug label for Metformin Hydrochloride Extended-Release Tablets does not mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various aspects of the drug, including its description, clinical pharmacology, indications, contraindications, warnings, precautions, adverse reactions, and dosage and administration, but there is no specific information related to ototoxicity or auditory risks associated with the use of metformin.
 

 To summarize:
 

 - **Ototoxicity and Auditory Risks**: The drug label does not discuss any ototoxicity or auditory risks.
 - **Ototoxic Reactions**: There are no mentions of ototoxic reactions in the drug label.
 

 Therefore, based on the provided drug label, Metformin Hydrochloride Extended-Release Tablets are not associated with or known to cause ototoxicity or auditory risks.",No,No,1,1,,
ONABOTULINUMTOXINA,"The drug label for BOTOX Cosmetic (onabotulinumtoxinA) includes the following information related to ototoxicity and auditory risks:
 

 1. **Section 6.3 Postmarketing Experience:**
  - **Ear and labyrinth disorders:**
  - **Hypoacusis:** This term refers to reduced hearing or hearing loss. The label indicates that there have been spontaneous reports of hypoacusis following the use of BOTOX/BOTOX Cosmetic. However, it does not definitively state that the drug itself caused this condition, only that it has been reported postmarketing.
  - **Tinnitus:** This term refers to ringing or buzzing in the ears. Similar to hypoacusis, the label mentions that tinnitus has been reported spontaneously after the use of BOTOX/BOTOX Cosmetic. Again, it does not confirm causation by the drug but notes the occurrence of this condition in postmarketing reports.
  - **Vertigo:** This term refers to a sensation of spinning or dizziness. The label includes vertigo in the list of ear and labyrinth disorders reported postmarketing. As with the other conditions, it does not explicitly state that BOTOX/BOTOX Cosmetic caused vertigo but acknowledges its occurrence in reports.
 

 In summary, the drug label mentions hypoacusis, tinnitus, and vertigo as ear and labyrinth disorders reported in postmarketing experience. However, it does not definitively state that BOTOX Cosmetic caused these conditions, only that they have been reported following its use.",Less,Yes,1,1,,
SULFASALAZINE,"The drug label for Azulfidine EN-tabs (sulfasalazine delayed release tablets) mentions ototoxicity and auditory risks in the following sections:
 

 1. **Adverse Reactions - Central Nervous System reactions:**
  - **Sentence:** ""Central Nervous System reactions: transverse myelitis, convulsions, meningitis, transient lesions of the posterior spinal column, cauda equina syndrome, Guillain-Barre syndrome, peripheral neuropathy, mental depression, vertigo, hearing loss, insomnia, ataxia, hallucinations, tinnitus, and drowsiness.""
  - **Summary:** This sentence lists hearing loss and tinnitus as potential central nervous system reactions. **The drug itself (sulfasalazine) is associated with these auditory risks.**
 

 2. **Postmarketing Reports:**
  - **Sentence:** ""The following events have been identified during post-approval use of products which contain (or are metabolized to) mesalamine in clinical practice. Because they are reported voluntarily from a population of unknown size, estimates of frequency cannot be made. These events have been chosen for inclusion due to a combination of seriousness, frequency of reporting, or potential causal connection to mesalamine: Blood dyscrasias: pseudomononucleosis.""
  - **Summary:** This section does not specifically mention ototoxicity or auditory risks. **No direct association with the drug itself (sulfasalazine) is mentioned here regarding ototoxicity.**
 

 In summary, the drug label indicates that sulfasalazine is associated with auditory risks such as hearing loss and tinnitus. These are listed under central nervous system reactions, suggesting that the drug itself can cause these ototoxic effects.",Most,Yes,2,1,,
SODIUM IODIDE I 123,"The drug label for Sodium Iodide I 123 does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. Here is a summary of the relevant sections that might indirectly relate to such concerns, although none directly associate the drug with ototoxicity:
 

 1. **Adverse Reactions**: The label lists potential adverse reactions, including nausea, vomiting, chest pain, tachycardia, itching skin, rash, and hives. None of these reactions are related to ototoxicity or auditory risks. Therefore, the drug itself is not associated with or causing ototoxicity risks based on the provided adverse reactions.
 

 2. **Warnings and Precautions**: The label advises caution for females of childbearing age and children under 18 due to the potential risks of ionizing radiation. However, it does not specifically mention ototoxicity or auditory risks. Thus, the drug itself is not associated with or causing ototoxicity risks based on these warnings and precautions.
 

 3. **Radiation Dosimetry**: The label provides detailed information on the estimated absorbed radiation doses to various organs, including the thyroid, liver, ovaries, red marrow, stomach wall, small intestine, testes, bladder, skeleton, and total body. There is no mention of the ears or auditory system, indicating that the drug itself is not associated with or causing ototoxicity risks based on radiation dosimetry.
 

 In conclusion, the drug label for Sodium Iodide I 123 does not discuss ototoxicity, auditory risks, or ototoxic reactions, and there is no indication that the drug itself is associated with or causes ototoxicity risks.",No,No,1,1,,
PEMETREXED,"The provided drug label for PEMFEXY (pemetrexed injection) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and clinical studies. 
 

 Here is a summary of the relevant sections that might indirectly relate to ototoxicity or auditory risks, although they do not explicitly mention these issues:
 

 1. **Warnings and Precautions**:
  - **Myelosuppression**: Discusses the risk of severe bone marrow suppression but does not mention ototoxicity.
  - **Renal Failure**: Highlights the risk of severe renal toxicity, which can be exacerbated by dehydration, but does not mention ototoxicity.
  - **Bullous and Exfoliative Skin Toxicity**: Mentions severe skin reactions but not ototoxicity.
  - **Interstitial Pneumonitis**: Discusses the risk of serious lung problems but not ototoxicity.
  - **Radiation Recall**: Describes skin reactions in previously irradiated areas but does not mention ototoxicity.
  - **Increased Risk of Toxicity with Ibuprofen in Patients with Renal Impairment**: Advises caution with ibuprofen due to increased risk of adverse reactions but does not mention ototoxicity.
  - **Embryo-Fetal Toxicity**: Warns of potential harm to a fetus but does not mention ototoxicity.
 

 2. **Adverse Reactions**:
  - The most common adverse reactions listed include fatigue, nausea, anorexia, vomiting, neutropenia, anemia, stomatitis/pharyngitis, thrombocytopenia, constipation, diarrhea, decreased appetite, rash, cough, dyspnea, and pyrexia. None of these reactions are related to ototoxicity or auditory risks.
 

 3. **Clinical Trials Experience**:
  - The clinical trials experience section provides detailed information on adverse reactions observed in various studies but does not mention ototoxicity or auditory risks.
 

 4. **Postmarketing Experience**:
  - The postmarketing experience section lists adverse reactions identified during postapproval use, including immune-mediated hemolytic anemia, colitis, pancreatitis, edema, radiation recall, interstitial pneumonitis, and serious skin conditions. Ototoxicity or auditory risks are not mentioned.
 

 5. **Drug Interactions**:
  - Discusses interactions with ibuprofen and other drugs but does not mention ototoxicity.
 

 6. **Use in Specific Populations**:
  - Provides information on use in pregnant women, lactating women, pediatric patients, geriatric patients, and patients with renal impairment. Ototoxicity is not mentioned.
 

 7. **Nonclinical Toxicology**:
  - Discusses carcinogenesis, mutagenesis, and impairment of fertility but does not mention ototoxicity.
 

 8. **Clinical Studies**:
  - Describes the efficacy of pemetrexed in various clinical trials but does not mention ototoxicity.
 

 In summary, the drug label for PEMFEXY does not provide any information or warnings specifically related to ototoxicity, auditory risks, or ototoxic reactions. The focus is on other types of adverse reactions and risks associated with the drug.",No,No,1,1,,
CLINDAMYCIN,"The provided drug label for Clindagel (clindamycin phosphate) topical gel, 1%, does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily discusses the drug's indications, contraindications, warnings, precautions, adverse reactions, and other relevant information, but there is no specific mention of any risks or reactions related to hearing or the auditory system.
 

 To summarize:
 - **Ototoxicity and auditory risks:** Not mentioned in the drug label.
 - **Ototoxic reactions:** Not mentioned in the drug label.
 

 Therefore, based on the provided drug label, Clindagel is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1,,
ODEVIXIBAT,"The provided drug label for BYLVAY (odevixibat) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the indications, dosage, administration, warnings, precautions, adverse reactions, and clinical studies related to the treatment of pruritus in patients with Progressive Familial Intrahepatic Cholestasis (PFIC) and Alagille Syndrome (ALGS). 
 

 To summarize:
 

 - **Indications and Usage**: BYLVAY is indicated for the treatment of pruritus in patients with PFIC and ALGS.
 - **Dosage and Administration**: Detailed instructions on dosage based on patient age and weight, and how to administer the drug.
 - **Warnings and Precautions**: Discusses liver test abnormalities, diarrhea, and fat-soluble vitamin deficiency but does not mention ototoxicity.
 - **Adverse Reactions**: Lists common adverse reactions such as liver test abnormalities, diarrhea, abdominal pain, vomiting, and fat-soluble vitamin deficiency, but no mention of ototoxicity or auditory risks.
 - **Clinical Studies**: Describes the efficacy and safety of BYLVAY in clinical trials for PFIC and ALGS, with no reference to ototoxicity.
 

 Since the label does not address ototoxicity or auditory risks, it can be concluded that there is no information provided that associates BYLVAY with ototoxicity or auditory risks.",No,No,1,1,,
FLUDARABINE PHOSPHATE,"The drug label for Fludarabine Phosphate Injection mentions ototoxicity and auditory risks in the following sections:
 

 1. **Section 6.12 Adverse Reactions from Clinical Trials:**
  - **Hearing Loss:** The label states that hearing loss was reported in 2% of patients in the MDAH study and 6% in the SWOG study. This indicates that the drug itself was associated with hearing loss in these clinical trials.
 

 2. **Table 1: Percent of CLL Patients Reporting Non-Hematologic Adverse Reactions:**
  - **Hearing Loss:** The table lists hearing loss as an adverse reaction, with 2% of patients in the MDAH study and 6% in the SWOG study reporting this issue. This further supports that the drug itself was associated with hearing loss in these studies.
 

 In summary, the drug label indicates that Fludarabine Phosphate Injection was associated with hearing loss in clinical trials, with specific percentages of patients experiencing this adverse reaction in the MDAH and SWOG studies.",Less,Yes,1,1,,
FLUTEMETAMOL F-18,"The provided drug label for Vizamyl (flutemetamol F 18 injection) does not contain any sections or sentences that discuss ototoxicity, auditory risks, or ototoxic reactions. The label focuses on the indications, usage, dosage, administration, radiation safety, contraindications, warnings, precautions, adverse reactions, drug interactions, use in specific populations, overdosage, description, clinical pharmacology, nonclinical toxicology, clinical studies, and storage and handling of Vizamyl. There is no mention of ototoxicity or auditory risks associated with the use of this drug.",No,No,1,1,,
VERAPAMIL HCL,"The provided drug label for Verapamil HCl does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. However, it does list some adverse reactions and drug interactions that could potentially have indirect effects on auditory health. Here is a summary of the relevant parts:
 

 1. **Special Senses:**
  - **Blurred Vision and Tinnitus:** The label mentions that blurred vision and tinnitus were reported in 1.0% or less of patients. 
  - **Summary:** Tinnitus (ringing in the ears) was reported, but it is not explicitly stated that Verapamil HCl caused this condition.
 

 2. **Drug Interactions:**
  - **Carbamazepine:** Verapamil therapy may increase carbamazepine concentrations during combined therapy, which may produce side effects such as dizziness.
  - **Summary:** Verapamil HCl may increase the concentration of carbamazepine, potentially leading to dizziness, which can be associated with auditory disturbances, but the drug itself is not directly causing ototoxicity.
 

 3. **General Adverse Reactions:**
  - **Dizziness:** Dizziness was reported in 3.3% of patients.
  - **Summary:** Dizziness was reported, which can be related to balance and auditory issues, but it is not explicitly stated that Verapamil HCl caused ototoxicity.
 

 Overall, the drug label does not provide direct evidence or statements that Verapamil HCl itself is associated with or causes ototoxicity or auditory risks. The mention of tinnitus and dizziness suggests potential indirect effects on auditory health, but these are not explicitly linked to ototoxicity caused by the drug.",Less,No,1,2,,"*could be yes, i would put it as a yes"
BACITRACIN,"The provided drug label for Bacitracin Ophthalmic Ointment does not contain any sections or sentences that discuss ototoxicity, auditory risks, or ototoxic reactions. Therefore, there is no information indicating that the drug itself is associated with or causes ototoxicity risks.",No,No,1,1,,
LUSUTROMBOPAG,"The drug label for MULPLETA (lusutrombopag) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific concerns. Therefore, it can be concluded that the drug itself is not associated with or known to cause ototoxicity or auditory risks based on the information provided in the label.",No,No,1,1,,
SOTORASIB,"The provided drug label for LUMAKRAS (sotorasib) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on other adverse reactions, such as hepatotoxicity and interstitial lung disease (ILD)/pneumonitis, and provides detailed information on dosage, administration, contraindications, warnings, precautions, and drug interactions. 
 

 To summarize:
 

 1. **Hepatotoxicity**: The drug label discusses the risk of liver toxicity, including increased liver enzymes and potential liver injury, but does not mention any association with ototoxicity.
 2. **Interstitial Lung Disease (ILD)/Pneumonitis**: The label highlights the risk of lung inflammation and pneumonitis, which can be fatal, but does not link these conditions to ototoxicity.
 3. **Adverse Reactions**: The most common adverse reactions listed include diarrhea, musculoskeletal pain, nausea, fatigue, hepatotoxicity, and cough. There is no mention of ototoxicity or auditory risks among these reactions.
 4. **Warnings and Precautions**: The warnings and precautions section focuses on monitoring liver function and pulmonary symptoms, with no reference to auditory risks or ototoxic reactions.
 5. **Clinical Trials Experience**: The clinical trials data provided does not report any cases of ototoxicity or auditory issues among the patients treated with LUMAKRAS.
 

 In conclusion, the drug label for LUMAKRAS does not indicate that the drug is associated with or causes ototoxicity or auditory risks.",No,No,1,1,,
