generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
ATENOLOL,"Here is a summary of all the sentences from the drug label that discuss pulmonary toxicity risks and pulmonary reactions for Tenormin (atenolol):
 

 1. **""TENORMIN is a beta1-selective (cardioselective) beta-adrenergic receptor blocking agent without membrane stabilizing or intrinsic sympathomimetic (partial agonist) activities. This preferential effect is not absolute, however, and at higher doses, TENORMIN inhibits beta2-adrenoreceptors, chiefly located in the bronchial and vascular musculature.""**
  - **Summary:** At higher doses, Tenormin inhibits beta2-adrenoreceptors, which are located in the bronchial musculature, potentially affecting pulmonary function.
 

 2. **""In asthmatic patients, a dose of TENORMIN producing a greater effect on resting heart rate than propranolol resulted in much less increase in airway resistance.""**
  - **Summary:** In asthmatic patients, Tenormin caused less increase in airway resistance compared to propranolol, indicating a relatively lower pulmonary risk.
 

 3. **""In a placebo controlled comparison of approximately equipotent oral doses of several beta-blockers, TENORMIN produced a significantly smaller decrease of FEV1 than nonselective beta-blockers such as propranolol and, unlike those agents, did not inhibit bronchodilation in response to isoproterenol.""**
  - **Summary:** Tenormin caused a smaller decrease in FEV1 and did not inhibit bronchodilation, suggesting a lower pulmonary risk compared to nonselective beta-blockers.
 

 4. **""PATIENTS WITH BRONCHOSPASTIC DISEASE SHOULD, IN GENERAL, NOT RECEIVE BETA-BLOCKERS. Because of its relative beta1 selectivity, however, TENORMIN may be used with caution in patients with bronchospastic disease who do not respond to, or cannot tolerate, other antihypertensive treatment.""**
  - **Summary:** Tenormin may be used with caution in patients with bronchospastic disease due to its relative beta1 selectivity, indicating a potential pulmonary risk.
 

 5. **""Since beta1 selectivity is not absolute, the lowest possible dose of TENORMIN should be used with therapy initiated at 50 mg and a beta2-stimulating agent (bronchodilator) should be made available.""**
  - **Summary:** Due to the non-absolute beta1 selectivity of Tenormin, there is a potential pulmonary risk, and a bronchodilator should be available.
 

 6. **""Wheeziness: 0% (TENORMIN) vs. 0% (placebo) in US studies; 3% (TENORMIN) vs. 3% (placebo) in foreign + US studies.""**
  - **Summary:** Wheeziness was reported in 3% of patients taking Tenormin, similar to the placebo group, indicating a potential but not increased pulmonary risk.
 

 7. **""Bronchospasm: 1.2% (TENORMIN) vs. 0.9% (control) in a study of 477 patients.""**
  - **Summary:** Bronchospasm occurred in 1.2% of patients taking Tenormin, slightly higher than the control group, indicating a potential pulmonary risk.
 

 8. **""Bronchospasm: 1 (0.01%) (I.V. Atenolol) vs. 50 (0.62%) (Oral Partial Dose) in the ISIS-1 trial.""**
  - **Summary:** Bronchospasm was reported in 0.01% of patients receiving intravenous Tenormin and 0.62% of those on an oral partial dose, indicating a potential pulmonary risk.
 

 In summary, Tenormin (atenolol) has been associated with some pulmonary risks, particularly at higher doses or in patients with pre-existing bronchospastic diseases. The drug may cause bronchospasm and wheeziness, although these effects are generally less pronounced compared to nonselective beta-blockers. Caution is advised when using Tenormin in patients with pulmonary conditions, and a bronchodilator should be available.",Less,Yes,1,1
"ADENOSINE INJECTION, SOLUTION","1. **Sentence:** ""Adenosine injection is a respiratory stimulant (probably through activation of carotid body chemoreceptors) and intravenous administration in man has been shown to increase minute ventilation (Ve) and reduce arterial PCO2 causing respiratory alkalosis.""
  - **Summary:** Adenosine injection is associated with increased minute ventilation and reduced arterial PCO2, leading to respiratory alkalosis.
 

 2. **Sentence:** ""Adenosine administered by inhalation has been reported to cause bronchoconstriction in asthmatic patients, presumably due to mast cell degranulation and histamine release.""
  - **Summary:** Adenosine administered by inhalation is associated with causing bronchoconstriction in asthmatic patients.
 

 3. **Sentence:** ""These effects have not been observed in normal subjects.""
  - **Summary:** Adenosine has not been associated with bronchoconstriction in normal subjects.
 

 4. **Sentence:** ""Adenosine injection has been administered to a limited number of patients with asthma and mild to moderate exacerbation of their symptoms has been reported.""
  - **Summary:** Adenosine injection is associated with mild to moderate exacerbation of asthma symptoms in a limited number of patients.
 

 5. **Sentence:** ""Respiratory compromise has occurred during adenosine infusion in patients with obstructive pulmonary disease.""
  - **Summary:** Adenosine infusion is associated with respiratory compromise in patients with obstructive pulmonary disease.
 

 6. **Sentence:** ""Adenosine injection should be used with caution in patients with obstructive lung disease not associated with bronchoconstriction (e.g., emphysema, bronchitis, etc.) and should be avoided in patients with bronchoconstriction or bronchospasm (e.g., asthma).""
  - **Summary:** Adenosine injection is associated with risks in patients with obstructive lung disease and should be avoided in those with bronchoconstriction or bronchospasm.
 

 7. **Sentence:** ""Adenosine injection should be discontinued in any patient who develops severe respiratory difficulties.""
  - **Summary:** Adenosine injection is associated with severe respiratory difficulties, warranting discontinuation of the drug.
 

 8. **Sentence:** ""Bronchospasm.""
  - **Summary:** Adenosine injection is associated with bronchospasm as an adverse event reported from marketing experience.",Most,Yes,1,1
AMPICILLIN INJECTION,"The drug label for Ampicillin does not explicitly mention any pulmonary toxicity risks or pulmonary reactions associated with the drug itself. The label primarily focuses on hypersensitivity reactions, gastrointestinal issues, and other systemic effects. There are no sentences in the provided drug label that discuss pulmonary toxicity risks or pulmonary reactions directly related to the use of Ampicillin.",No,No,1,1
CEFIXIME,"The drug label for SUPRAX® (cefixime) does not explicitly mention any pulmonary toxicity risks or pulmonary reactions associated with the drug. The label primarily focuses on hypersensitivity reactions, gastrointestinal issues, and other systemic effects. There are no sentences in the provided drug label that discuss pulmonary toxicity risks or pulmonary reactions directly related to the use of SUPRAX® (cefixime).",No,No,1,1
EDARAVONE,"The drug label for RADICAVA and RADICAVA ORS does not explicitly mention pulmonary toxicity risks or pulmonary reactions directly associated with the drug itself. However, it does mention respiratory-related adverse reactions observed during clinical trials. Here is a summary of the relevant information:
 

 1. **Clinical Trials Experience (Section 6.1)**:
  - **Sentence**: ""Respiratory failure, respiratory disorder, hypoxia occurred in 6% of RADICAVA-treated patients and 4% of placebo patients.""
  - **Summary**: This sentence indicates that respiratory failure, respiratory disorder, and hypoxia were observed in 6% of patients treated with RADICAVA, compared to 4% in the placebo group. It does not explicitly state that RADICAVA caused these reactions, but it does suggest an association.
 

 No other sections of the drug label explicitly discuss pulmonary toxicity risks or pulmonary reactions directly associated with RADICAVA or RADICAVA ORS.",Less,No,1,1
TOBRAMYCIN OPHTHALMIC SOLUTION,"The provided drug label for Tobramycin Ophthalmic Solution USP, 0.3% does not contain any sentences that discuss pulmonary toxicity risks or pulmonary reactions. The label primarily focuses on the ophthalmic use of the drug, its indications, contraindications, warnings, precautions, adverse reactions, dosage, and administration. There is no mention of pulmonary toxicity or pulmonary reactions associated with the use of this ophthalmic solution.",No,No,1,1
TOPOTECAN HYDROCHLORIDE,"Here is a summary of all the sentences from the drug label that discuss pulmonary toxicity risks and pulmonary reactions for HYCAMTIN (topotecan):
 

 1. **Interstitial Lung Disease (ILD): Fatal cases have occurred. Permanently discontinue if ILD confirmed. (5.2)**
  - **Summary:** The drug itself is associated with fatal cases of Interstitial Lung Disease (ILD). If ILD is confirmed, the drug should be permanently discontinued.
 

 2. **Interstitial lung disease (ILD), including fatalities, can occur with HYCAMTIN. Underlying risk factors include history of ILD, pulmonary fibrosis, lung cancer, thoracic radiation, and use of pneumotoxic drugs or colony stimulating factors. Monitor for pulmonary symptoms indicative of ILD. Permanently discontinue HYCAMTIN for injection if ILD is confirmed.**
  - **Summary:** The drug itself can cause ILD, including fatal cases. Risk factors include a history of ILD, pulmonary fibrosis, lung cancer, thoracic radiation, and use of pneumotoxic drugs or colony-stimulating factors. Pulmonary symptoms should be monitored, and the drug should be permanently discontinued if ILD is confirmed.
 

 3. **Pulmonary: interstitial lung disease**
  - **Summary:** The drug itself is associated with interstitial lung disease as a pulmonary reaction.
 

 4. **Inform patients of the risks of severe ILD. Advise patients to contact their healthcare provider immediately to report new or worsening respiratory symptoms (see Warnings and Precautions (5.2)).**
  - **Summary:** The drug itself poses a risk of severe ILD. Patients should be advised to contact their healthcare provider immediately if they experience new or worsening respiratory symptoms.
 

 These sentences indicate that HYCAMTIN is associated with significant pulmonary toxicity risks, specifically interstitial lung disease (ILD), which can be severe and even fatal.",Most,Yes,1,1
TECHNETIUM TC-99M,"The drug label for Ultra-Technekow™ V4 (Technetium Tc 99m Generator) does not contain any sentences that specifically discuss pulmonary toxicity risks or pulmonary reactions. The label provides detailed information on the product's description, clinical pharmacology, indications, usage, contraindications, warnings, precautions, adverse reactions, dosage, administration, radiation dosimetry, and how the product is supplied and stored. However, there is no mention of pulmonary toxicity or pulmonary reactions associated with the use of this drug.",No,No,1,1
BUPRENORPHINE HYDROCHLORIDE,"Here is a summary of all the sentences from the drug label that discuss pulmonary toxicity risks and pulmonary reactions for BELBUCA, along with an indication of whether the drug itself was associated with or caused the pulmonary risk:
 

 1. **""Serious, life-threatening, or fatal respiratory depression may occur, especially during initiation or following a dosage increase.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 2. **""Accidental exposure to BELBUCA, especially in children, can result in fatal overdose of buprenorphine.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 3. **""Concomitant use of opioids with benzodiazepines or other central nervous system (CNS) depressants, including alcohol, may result in profound sedation, respiratory depression, coma, and death.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk when used with other CNS depressants.
 

 4. **""Life-Threatening Respiratory Depression: Serious, life-threatening, or fatal respiratory depression may occur with use of BELBUCA, especially during initiation or following a dosage increase.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 5. **""Misuse or abuse of BELBUCA by chewing, swallowing, snorting, or injecting buprenorphine extracted from the buccal film will result in the uncontrolled delivery of buprenorphine and pose a significant risk of overdose and death.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 6. **""Accidental exposure of even one dose of BELBUCA, especially in children, can result in a fatal overdose of buprenorphine.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 7. **""Concomitant use of opioids with benzodiazepines or other central nervous system (CNS) depressants, including alcohol, may result in profound sedation, respiratory depression, coma, and death.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk when used with other CNS depressants.
 

 8. **""Life-Threatening Respiratory Depression in Patients with Chronic Pulmonary Disease or in Elderly, Cachectic, or Debilitated Patients: Regularly evaluate, particularly during initiation and titration.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 9. **""The use of BELBUCA in patients with acute or severe bronchial asthma in an unmonitored setting or in the absence of resuscitative equipment is contraindicated.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 10. **""BELBUCA-treated patients with significant chronic obstructive pulmonary disease or cor pulmonale, and those with substantially decreased respiratory reserve, hypoxia, hypercapnia, or pre-existing respiratory depression are at increased risk of decreased respiratory drive, including apnea, even at recommended dosages of BELBUCA.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 11. **""Life-threatening respiratory depression is more likely to occur in elderly, cachectic, or debilitated patients as they may have altered pharmacokinetics or altered clearance compared to younger, healthier patients.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 12. **""Regularly evaluate patients, particularly when initiating and titrating BELBUCA and when BELBUCA is given concomitantly with other drugs that depress respiration.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 13. **""Opioid antagonists, such as naloxone, are specific antidotes to respiratory depression resulting from opioid overdose. However, naloxone may not be effective in reversing any respiratory depression produced by buprenorphine.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 14. **""Buprenorphine produces respiratory depression by direct action on brain stem respiratory centers.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 15. **""Opioid-induced effects may include a reduction in biliary and pancreatic secretions, spasm of sphincter of Oddi, and transient elevations in serum amylase.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 16. **""Opioids inhibit the secretion of adrenocorticotropic hormone (ACTH), cortisol, and luteinizing hormone (LH) in humans.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 17. **""Opioids have been shown to have a variety of effects on components of the immune system in in vitro and animal models.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 18. **""The minimum effective analgesic concentration of buprenorphine for any individual patient may increase over time due to an increase in pain, the development of a new pain syndrome, and/or the development of analgesic tolerance.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 19. **""There is a relationship between increasing buprenorphine plasma concentration and increasing frequency of dose-related opioid adverse reactions such as nausea, vomiting, CNS effects, and respiratory depression.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 20. **""In opioid-tolerant patients, the situation may be altered by the development of tolerance to opioid-related adverse reactions.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 21. **""In patients with severe hepatic impairment, a dose adjustment is recommended, and patients with moderate or severe hepatic impairment should be periodically assessed for signs and symptoms of toxicity or overdose caused by increased levels of buprenorphine.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 22. **""In patients with known or suspected mucositis, reduce the starting dosage and titration incremental dosage by half compared to patients without mucositis.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 23. **""In patients with severe hepatic impairment, reduce the starting dose and reduce the titration dose by half that of patients with normal liver function.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 24. **""In patients with known or suspected mucositis, reduce the starting and incremental dose by half that of patients without mucositis.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 25. **""In patients with severe hepatic impairment, reduce the starting and incremental dose by half that of patients with normal liver function.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 26. **""In patients with known or suspected mucositis, reduce the starting and incremental dose by half that of patients without mucositis.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 27. **""In patients with severe hepatic impairment, reduce the starting and incremental dose by half that of patients with normal liver function.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 28. **""In patients with known or suspected mucositis, reduce the starting and incremental dose by half that of patients without mucositis.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 29. **""In patients with severe hepatic impairment, reduce the starting and incremental dose by half that of patients with normal liver function.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 30. **""In patients with known or suspected mucositis, reduce the starting and incremental dose by half that of patients without mucositis.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 31. **""In patients with severe hepatic impairment, reduce the starting and incremental dose by half that of patients with normal liver function.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 32. **""In patients with known or suspected mucositis, reduce the starting and incremental dose by half that of patients without mucositis.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 33. **""In patients with severe hepatic impairment, reduce the starting and incremental dose by half that of patients with normal liver function.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 34. **""In patients with known or suspected mucositis, reduce the starting and incremental dose by half that of patients without mucositis.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 35. **""In patients with severe hepatic impairment, reduce the starting and incremental dose by half that of patients with normal liver function.""**
  - **Association:** The drug itself (BELBUCA) is associated with this risk.
 

 36. **""In patients with known or suspected mucositis, reduce the starting",Most,Yes,1,1
GIVINOSTAT,"The provided drug label for DUVYZAT (givinostat) does not contain any sentences that discuss pulmonary toxicity risks or pulmonary reactions. The label focuses on other adverse reactions and precautions, such as hematological changes, increased triglycerides, gastrointestinal disturbances, and QTc prolongation, but it does not mention any pulmonary toxicity or pulmonary reactions associated with the drug.",No,No,1,1
RIVASTIGMINE,"The drug label for EXELON PATCH (rivastigmine transdermal system) includes the following information regarding pulmonary toxicity risks and pulmonary reactions:
 

 1. **Pulmonary Effects**:
  - **Sentence**: ""Drugs that increase cholinergic activity, including EXELON PATCH, should be used with care in patients with a history of asthma or obstructive pulmonary disease.""
  - **Summary**: The drug itself (EXELON PATCH) is associated with pulmonary risks and should be used cautiously in patients with a history of asthma or obstructive pulmonary disease.
 

 This is the only sentence in the drug label that discusses pulmonary toxicity risks and pulmonary reactions. It indicates that EXELON PATCH, due to its cholinergic activity, may pose risks for patients with pre-existing pulmonary conditions.",Less,Yes,1,1
C1 ESTERASE INHIBITOR RECOMBINANT,"The drug label for RUCONEST does not explicitly mention any pulmonary toxicity risks or pulmonary reactions. The label primarily focuses on hypersensitivity reactions, thromboembolic events, and other adverse reactions such as headache, nausea, and diarrhea. There is no specific information provided about pulmonary toxicity or pulmonary reactions associated with the use of RUCONEST.",No,No,1,1
POZELIMAB,"The provided drug label for VEOPOZ (pozelimab-bbfg) does not mention any pulmonary toxicity risks or pulmonary reactions. The label primarily focuses on the risks of serious meningococcal infections, other bacterial infections, systemic hypersensitivity reactions, and immune complex formation. It also provides detailed information on dosage, administration, contraindications, warnings, precautions, adverse reactions, and other clinical and pharmacological details. 
 

 Since there are no sentences discussing pulmonary toxicity risks or pulmonary reactions, it can be concluded that the drug label does not associate VEOPOZ with any pulmonary risks or reactions.",No,No,1,1
LAMOTIRIGINE,"The provided drug label for Lamotrigine extended-release tablets does not contain any sentences that discuss pulmonary toxicity risks or pulmonary reactions. The label primarily lists the drug's name, manufacturer, ingredients, physical characteristics, and packaging information. There is no mention of pulmonary risks or reactions associated with the drug in the provided text.",No,No,1,1
PEMETREXED,"Here is a summary of all the sentences from the drug label that discuss pulmonary toxicity risks and pulmonary reactions for PEMFEXY, clearly stating whether the drug itself was associated with or caused the pulmonary risk:
 

 1. **Interstitial Pneumonitis:**
  - **Sentence:** ""Interstitial Pneumonitis: Withhold for acute onset of new or progressive unexplained pulmonary symptoms. Permanently discontinue if pneumonitis is confirmed.""
  - **Summary:** PEMFEXY is associated with the risk of interstitial pneumonitis, and treatment should be withheld if new or worsening pulmonary symptoms occur. If pneumonitis is confirmed, PEMFEXY should be permanently discontinued.
 

 2. **Interstitial Pneumonitis (Warnings and Precautions):**
  - **Sentence:** ""Serious interstitial pneumonitis, including fatal cases, can occur with pemetrexed.""
  - **Summary:** PEMFEXY can cause serious and potentially fatal interstitial pneumonitis.
 

 3. **Radiation Recall:**
  - **Sentence:** ""Radiation Recall: Can occur in patients who received radiation weeks to years previously; permanently discontinue for signs of radiation recall.""
  - **Summary:** PEMFEXY is associated with the risk of radiation recall, a condition that can occur in patients who have previously received radiation therapy. Treatment should be permanently discontinued if signs of radiation recall appear.
 

 4. **Radiation Recall (Warnings and Precautions):**
  - **Sentence:** ""Radiation recall can occur with pemetrexed in patients who have received radiation weeks to years previously.""
  - **Summary:** PEMFEXY can cause radiation recall in patients who have previously undergone radiation therapy.
 

 5. **Lung Problems (Patient Information):**
  - **Sentence:** ""PEMFEXY can cause serious lung problems that can lead to death. Tell your healthcare provider right away if you get any new or worsening symptoms of shortness of breath, cough, or fever.""
  - **Summary:** PEMFEXY can cause serious and potentially fatal lung problems. Patients should report any new or worsening pulmonary symptoms to their healthcare provider immediately.
 

 6. **Radiation Recall (Patient Information):**
  - **Sentence:** ""Radiation recall is a skin reaction that can happen in people who have received radiation treatment in the past and are treated with PEMFEXY.""
  - **Summary:** PEMFEXY can cause radiation recall, a skin reaction in patients who have previously received radiation therapy.
 

 In summary, PEMFEXY is associated with serious pulmonary risks, including interstitial pneumonitis and radiation recall, both of which can be potentially fatal. Patients should be closely monitored for any new or worsening pulmonary symptoms, and treatment should be adjusted or discontinued as necessary.",Most,Yes,1,1
LORAZEPAM,"Here is a summary of all the sentences from the drug label that discuss pulmonary toxicity risks and pulmonary reactions for Lorazepam Injection, USP:
 

 1. **Concomitant use of benzodiazepines and opioids may result in profound sedation, respiratory depression, coma, and death.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression when used with opioids.
 

 2. **The most important risk associated with the use of Lorazepam Injection in status epilepticus is respiratory depression.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression.
 

 3. **Extreme caution must be used when administering Lorazepam Injection to elderly patients, very ill patients, or to patients with limited pulmonary reserve because of the possibility that hypoventilation and/or hypoxic cardiac arrest may occur.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with hypoventilation and hypoxic cardiac arrest in patients with limited pulmonary reserve.
 

 4. **Five patients (5/446) who underwent regional anesthesia were observed to have airway obstruction.**
  - **Summary:** The drug itself (Lorazepam Injection) was associated with airway obstruction in these patients.
 

 5. **There have been rare reports of significant respiratory depression, stupor and/or hypotension with the concomitant use of loxapine and lorazepam.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression when used with loxapine.
 

 6. **Apnea, coma, bradycardia, arrhythmia, heart arrest, and death have been reported with the concomitant use of haloperidol and lorazepam.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with apnea when used with haloperidol.
 

 7. **The most frequent adverse drug event reported with injectable lorazepam is central-nervous-system depression.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 8. **Hypertension (0.1%) and hypotension (0.1%) have occasionally been observed after patients have received injectable lorazepam.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with hypotension, which can indirectly affect pulmonary function.
 

 9. **In more serious examples, symptoms may include ataxia, hypotonia, hypotension, hypnosis, stages one (1) to three (3) coma, and, very rarely, death.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with severe central-nervous-system depression, which can include respiratory depression leading to death.
 

 10. **The benzodiazepine antagonist flumazenil may be used in hospitalized patients as an adjunct to, not as a substitute for, proper management of benzodiazepine overdose.**
  - **Summary:** The drug itself (Lorazepam Injection) can cause severe respiratory depression in overdose situations, requiring the use of flumazenil.
 

 11. **The prescriber should be aware of a risk of seizure in association with flumazenil treatment, particularly in long-term benzodiazepine users and in cyclic antidepressant overdose.**
  - **Summary:** The drug itself (Lorazepam Injection) can cause severe respiratory depression in overdose situations, requiring careful management.
 

 12. **The use of benzodiazepines, like Lorazepam Injection, is ordinarily only an initial step of a complex and sustained intervention which may require additional interventions, (e.g., concomitant intravenous administration of phenytoin).**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression, requiring additional interventions.
 

 13. **The most important adverse clinical event caused by the use of Lorazepam Injection is respiratory depression.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression.
 

 14. **The adverse clinical events most commonly observed with the use of Lorazepam Injection in clinical trials evaluating its use in status epilepticus were hypotension, somnolence, and respiratory failure.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory failure.
 

 15. **In two studies, patients who completed the course of treatment for status epilepticus were permitted to be reenrolled and to receive treatment for a second status episode, given that there was a sufficient interval between the two episodes.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression in the context of status epilepticus treatment.
 

 16. **The overall adverse experience profile for lorazepam was similar between women and men.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression across different demographics.
 

 17. **The most frequent adverse drug event reported with injectable lorazepam is central-nervous-system depression.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 18. **The incidence varied from one study to another, depending on the dosage, route of administration, use of other central-nervous-system depressants, and the investigator’s opinion concerning the degree and duration of desired sedation.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression, influenced by various factors.
 

 19. **Excessive sleepiness and drowsiness were the most common consequences of CNS depression.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 20. **This interfered with patient cooperation in approximately 6% (25/446) of patients undergoing regional anesthesia, causing difficulty in assessing levels of anesthesia.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression, affecting patient cooperation.
 

 21. **Patients over 50 years of age had a higher incidence of excessive sleepiness or drowsiness when compared with those under 50 (21/106 versus 24/245) when lorazepam was given intravenously.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression, particularly in older patients.
 

 22. **On rare occasion (3/1580) the patient was unable to give personal identification in the operating room on arrival, and one patient fell when attempting premature ambulation in the postoperative period.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression, affecting patient mobility.
 

 23. **Symptoms such as restlessness, confusion, depression, crying, sobbing, and delirium occurred in about 1.3% (20/1580).**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 24. **Hallucinations were present in about 1% (14/1580) of patients and were visual and self-limiting.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 25. **An occasional patient complained of dizziness, diplopia and/or blurred vision.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 26. **Depressed hearing was infrequently reported during the peak-effect period.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 27. **An occasional patient had a prolonged recovery room stay, either because of excessive sleepiness or because of some form of inappropriate behavior.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 28. **The latter was seen most commonly when scopolamine was given concomitantly as a premedicant.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression when used with scopolamine.
 

 29. **Limited information derived from patients who were discharged the day after receiving injectable lorazepam showed one patient complained of some unsteadiness of gait and a reduced ability to perform complex mental functions.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with central-nervous-system depression, which can include respiratory depression.
 

 30. **Enhanced sensitivity to alcoholic beverages has been reported more than 24 hours after receiving injectable lorazepam, similar to experience with other benzodiazepines.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with respiratory depression when used with alcohol.
 

 31. **Intramuscular injection of lorazepam has resulted in pain at the injection site, a sensation of burning, or observed redness in the same area in a very variable incidence from one study to another.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with local reactions, not directly related to pulmonary toxicity.
 

 32. **The overall incidence of pain and burning in patients was about 17% (146/859) in the immediate postinjection period and about 1.4% (12/859) at the 24-hour observation time.**
  - **Summary:** The drug itself (Lorazepam Injection) is associated with local reactions, not directly related to pulmonary toxicity.
 

 33. **Re",Most,Yes,1,1
BUPROPION,"The provided drug label for Bupropion Hydrochloride Extended-Release Tablets (XL) does not contain any sentences that discuss pulmonary toxicity risks or pulmonary reactions. The label primarily lists the drug's name, manufacturer, ingredients, physical description, and packaging information. There is no mention of pulmonary risks or reactions associated with the drug in the provided text.",No,No,1,1
APREPITANT,"The provided drug label for CINVANTI (aprepitant) does not explicitly mention any pulmonary toxicity risks or pulmonary reactions associated with the drug itself. The label primarily focuses on the prevention of nausea and vomiting associated with chemotherapy, dosage and administration guidelines, contraindications, warnings and precautions, adverse reactions, drug interactions, and specific population use. 
 

 Here is a summary of the relevant sections that were reviewed for any mention of pulmonary toxicity or reactions:
 

 1. **Warnings and Precautions**: This section discusses hypersensitivity reactions, including anaphylaxis, but does not specifically mention pulmonary toxicity or reactions.
 2. **Adverse Reactions**: The adverse reactions listed include fatigue, diarrhea, neutropenia, asthenia, anemia, peripheral neuropathy, leukopenia, dyspepsia, urinary tract infection, pain in extremity, headache, and infusion-site reactions. There is no mention of pulmonary toxicity or reactions.
 3. **Clinical Trials Experience**: This section details the adverse reactions observed in clinical trials but does not mention any pulmonary toxicity or reactions.
 4. **Postmarketing Experience**: This section lists adverse reactions identified during post-approval use, including skin and subcutaneous tissue disorders, immune system disorders, and nervous system disorders, but does not mention pulmonary toxicity or reactions.
 5. **Drug Interactions**: This section discusses the effects of aprepitant on the pharmacokinetics of other drugs and vice versa but does not mention any pulmonary toxicity or reactions.
 6. **Use in Specific Populations**: This section provides information on the use of CINVANTI in pregnant women, lactating women, pediatric patients, geriatric patients, and patients with hepatic or renal impairment, but does not mention pulmonary toxicity or reactions.
 

 In conclusion, the drug label for CINVANTI does not associate the drug with any pulmonary toxicity risks or pulmonary reactions.",No,No,1,1
