generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score,issue_with_summaries,
DORZOLAMIDE HCL,"The drug label for Dorzolamide Hydrochloride Ophthalmic Solution includes a section on nonclinical toxicology that discusses the potential risks related to fertility. Here is a summary of the relevant parts:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility**:
  - **Sentence**: ""In fertility studies of dorzolamide hydrochloride in rats, there were no adverse effects on the reproductive capacity of males or females at doses of 15 and 7.5 mg/kg/day, respectively.""
  - **Summary**: The drug itself was not associated with or did not cause infertility risks in rats at the specified doses.
 

 Overall, the drug label indicates that dorzolamide hydrochloride did not cause infertility in the animal studies conducted.",No,No,1,1,,
NITAZOXANIDE,"The drug label for ALINIA (nitazoxanide) includes a section on nonclinical toxicology that addresses the potential impact on fertility. Here is a summary of the relevant parts:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Impairment of Fertility:** 
  - ""Nitazoxanide did not adversely affect male or female fertility in the rat at 2400 mg/kg/day (approximately 20 times the clinical adult dose adjusted for body surface area).""
  - **Summary:** The drug itself was not associated with or did not cause infertility risks in the animal studies conducted.
 

 In conclusion, the drug label indicates that nitazoxanide was not associated with or did not cause infertility risks based on the animal studies mentioned.",No,No,1,1,,
"BRIMONIDINE TARTRATE OPHTHALMIC SOLUTION, 0.15%","The drug label for Brimonidine Tartrate Ophthalmic Solution includes a section on nonclinical toxicology that discusses the potential risks related to infertility. Here is a summary of the relevant parts:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment Of Fertility:**
  - **Sentence:** ""Reproduction and fertility studies in rats with brimonidine tartrate demonstrated no adverse effect on male or female fertility at doses which achieve up to approximately 125 and 90 times the systemic exposure following the maximum recommended human ophthalmic dose of brimonidine tartrate ophthalmic solution 0.1% or 0.15%, respectively.""
  - **Summary:** The drug itself was not associated with or did not cause infertility risks in the animal studies conducted. The studies showed no adverse effects on fertility in rats at doses significantly higher than the maximum recommended human dose.
 

 In conclusion, the drug label indicates that Brimonidine Tartrate Ophthalmic Solution was not associated with or did not cause infertility risks based on the animal studies mentioned.",No,No,1,1,,
ERLOTINIB,"The drug label for Erlotinib discusses infertility risks in the following sections:
 

 1. **Section 8.1 Pregnancy - Animal Data:**
  - ""In an independent fertility study female rats treated with 30 mg/m²/day or 60 mg/m²/day (0.3 or 0.7 times the recommended daily dose, on a mg/m² basis) of erlotinib had an increase in early resorptions that resulted in a decrease in the number of live fetuses.""
  - **Summary:** Erlotinib was associated with an increase in early resorptions and a decrease in the number of live fetuses in female rats, indicating a potential risk of infertility.
 

 2. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""Erlotinib did not impair fertility in either male or female rats.""
  - **Summary:** Erlotinib itself was not associated with or did not cause infertility in either male or female rats according to the study.
 

 In summary, while there was an indication of potential infertility risk due to early resorptions in female rats at certain doses, another study concluded that Erlotinib did not impair fertility in either male or female rats.",Less,No,3,3,,
SODIUM FLUORIDE F 18,"The drug label for Sodium Fluoride F 18 Injection USP does not provide specific information or studies directly associating the drug with infertility risks. Here is a summary of the relevant sections discussing infertility risks:
 

 1. **Section 13.1 - Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Summary:** ""Studies to assess reproductive toxicity, mutagenesis and carcinogenesis potential of Sodium Fluoride F 18 Injection USP have not been performed.""
  - **Infertility Risk Association:** The drug label states that no studies have been conducted to assess the potential impact of Sodium Fluoride F 18 Injection USP on reproductive toxicity, which includes infertility. Therefore, it does not confirm whether the drug itself is associated with or causes infertility risks.
 

 In conclusion, the drug label does not provide evidence or studies linking Sodium Fluoride F 18 Injection USP to infertility risks. The absence of specific studies means that the potential impact on fertility is unknown.",No,No,3,3,,*no studies
PEGLOTICASE,"The drug label for KRYSTEXXA (pegloticase) includes a section on nonclinical toxicology that discusses the potential impact on fertility. Here is a summary of the relevant parts:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""There was no evidence of impairment on fertility at pegloticase doses up to 40 mg/kg (approximately 50 times the MRHD on mg/m2 basis) every other day in rats.""
  - **Summary:** The drug itself was not associated with or did not cause infertility risks in animal studies at doses up to 50 times the maximum recommended human dose (MRHD).
 

 In summary, the drug label indicates that KRYSTEXXA was not associated with or did not cause infertility risks based on animal studies.",No,No,1,1,,
CLONIDINE HCI,"The drug label for Clonidine HCl Injection discusses infertility risks in the section titled ""Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Sentence: ""Fertility of male or female rats was unaffected by oral clonidine hydrochloride doses as high as 150 mcg/kg, or about 0.5 times the MRDHD.""**
  - **Summary:** The drug itself was not associated with infertility risk at doses up to 150 mcg/kg in rats.
 

 2. **Sentence: ""Fertility of female rats did, however, appear to be affected in another experiment at oral dose levels of 500-2000 mcg/kg, or 2-7 times the MRDHD.""**
  - **Summary:** The drug itself was associated with infertility risk in female rats at higher doses (500-2000 mcg/kg).
 

 In summary, Clonidine HCl Injection was not associated with infertility risks at lower doses (up to 150 mcg/kg) in rats, but it was associated with infertility risks in female rats at higher doses (500-2000 mcg/kg).",Less,Yes,2,1,,
ALBUMIN HUMAN,"The drug label for ALBUMINEX 5% does not provide specific information or data directly linking the drug itself to infertility risks. However, it does mention the lack of data regarding its effects on fertility:
 

 1. **Section 8.1 Pregnancy - Risk Summary**:
  - ""It is not known whether ALBUMINEX 5% can cause fetal harm when administered to a pregnant woman or can affect fertility.""
  - **Summary**: The drug label states that it is unknown whether ALBUMINEX 5% affects fertility, indicating no direct association or evidence that the drug itself causes infertility.
 

 2. **Section 8.4 Pediatric Use**:
  - ""No human or animal data. Use only if clearly needed.""
  - **Summary**: This section does not discuss infertility risks but indicates a lack of data on the drug's effects in pediatric populations, including potential effects on fertility.
 

 3. **Section 8.5 Geriatric Use**:
  - ""No human or animal data. Use only if clearly needed.""
  - **Summary**: Similar to the pediatric use section, this does not discuss infertility risks but highlights the absence of data on the drug's effects in geriatric populations, including potential effects on fertility.
 

 In summary, the drug label does not provide evidence or data directly associating ALBUMINEX 5% with infertility risks. It primarily highlights the lack of information regarding the drug's impact on fertility.",No,No,1,1,,
SULFACETAMIDE SODIUM,"The drug label for Klaron (sodium sulfacetamide lotion) includes a section on ""Carcinogenesis, Mutagenesis, Impairment of Fertility"" that discusses potential infertility risks. Here is a summary of the relevant parts:
 

 1. **""Long-term studies in animals have not been performed to evaluate carcinogenic potential.""**
  - This sentence does not associate the drug itself with infertility risk.
 

 2. **""Animal reproduction studies have not been conducted with Klaron Lotion.""**
  - This sentence indicates that no studies have been done to determine if the drug itself causes infertility.
 

 3. **""It is also not known whether Klaron Lotion can cause fetal harm when administered to a pregnant woman or can affect reproduction capacity.""**
  - This sentence states that it is unknown whether the drug itself can cause infertility or reproductive harm.
 

 In summary, the drug label does not provide evidence that Klaron itself is associated with or causes infertility risks, but it does indicate that the necessary studies to evaluate this risk have not been conducted.",No,No,3,3,,*have not been conducted
VINCRISTINE SULFATE,"The drug label for Vincristine Sulfate Injection, USP discusses infertility risks in the section titled ""Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **""Fertility following treatment with vincristine sulfate alone for malignant disease has not been studied in humans.""**
  - **Summary:** The drug itself has not been studied for its effects on fertility in humans.
 

 2. **""Clinical reports of both male and female patients who received multiple–agent chemotherapy that included vincristine sulfate indicate that azoospermia and amenorrhea can occur in postpubertal patients.""**
  - **Summary:** The drug itself, when used in combination with other chemotherapy agents, has been associated with infertility risks such as azoospermia (absence of sperm) and amenorrhea (absence of menstruation) in postpubertal patients.
 

 3. **""Recovery occurred many months after completion of chemotherapy in some but not all patients.""**
  - **Summary:** The drug itself, as part of combination chemotherapy, has been associated with infertility risks that may or may not be reversible after treatment ends.
 

 4. **""When the same treatment is administered to prepubertal patients, permanent azoospermia and amenorrhea are much less likely.""**
  - **Summary:** The drug itself, as part of combination chemotherapy, is less likely to cause permanent infertility in prepubertal patients.
 

 In summary, the drug label indicates that vincristine sulfate, particularly when used in combination with other chemotherapy agents, has been associated with infertility risks such as azoospermia and amenorrhea in postpubertal patients. The effects may be reversible in some cases, and the risk of permanent infertility is lower in prepubertal patients.",Most,Yes,1,1,,
ESTRAMUSTINE PHOSPHATE SODIUM,"The drug label for Emcyt (estramustine phosphate sodium) discusses infertility risks in the following sections:
 

 1. **Information for the Patient:**
  - **Sentence:** ""Because of the possibility of mutagenic effects, patients should be advised to use contraceptive measures.""
  - **Summary:** The drug itself is associated with the possibility of mutagenic effects, which implies a risk of infertility. Patients are advised to use contraceptive measures to mitigate this risk.
 

 2. **Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""Long-term continuous administration of estrogens in certain animal species increases the frequency of carcinomas of the breast and liver.""
  - **Summary:** This sentence does not directly discuss infertility but mentions the carcinogenic potential of estrogens, which could indirectly relate to fertility issues.
  - **Sentence:** ""Compounds structurally similar to EMCYT are carcinogenic in mice.""
  - **Summary:** This sentence indicates that similar compounds are carcinogenic, which could imply potential fertility risks, although it does not directly state infertility.
  - **Sentence:** ""Carcinogenic studies of EMCYT have not been conducted in man.""
  - **Summary:** This sentence states that no carcinogenic studies have been conducted in humans, so the direct impact on human fertility is not confirmed.
  - **Sentence:** ""Although testing by the Ames method failed to demonstrate mutagenicity for estramustine phosphate sodium, it is known that both estradiol and nitrogen mustard are mutagenic.""
  - **Summary:** The drug itself (estramustine phosphate sodium) was not found to be mutagenic in the Ames test, but its components (estradiol and nitrogen mustard) are known to be mutagenic, which implies a risk of infertility.
  - **Sentence:** ""For this reason and because some patients who had been impotent while on estrogen therapy have regained potency while taking EMCYT, the patient should be advised to use contraceptive measures.""
  - **Summary:** The drug itself is associated with a potential risk of infertility due to its mutagenic components, and patients are advised to use contraceptive measures.
 

 In summary, the drug label indicates that Emcyt (estramustine phosphate sodium) and its components (estradiol and nitrogen mustard) are associated with mutagenic effects, which imply a risk of infertility. Patients are advised to use contraceptive measures to mitigate this risk.",Most,Yes,1,1,,
BUPROPION,"The provided drug label for Bupropion Hydrochloride Extended-Release Tablets (XL) does not contain any information or sentences discussing infertility risks. Therefore, there are no parts of the label that associate the drug itself with causing or being linked to infertility risks.",No,No,1,1,,
CISPLATIN,"The drug label for Cisplatin Injection discusses infertility risks in several sections. Here is a summary of those parts, clearly stating whether the drug itself was associated with or caused the infertility risk:
 

 1. **Section 5.9 Embryo-Fetal Toxicity:**
  - ""Based on human data, cisplatin for injection can cause fetal harm when administered to a pregnant woman."" 
  - **Summary:** The drug itself is associated with causing fetal harm.
 

 2. **Section 8.3 Females and Males of Reproductive Potential:**
  - ""The use of cisplatin has been associated with cumulative dose-dependent ovarian failure, premature menopause, and reduced fertility.""
  - **Summary:** The drug itself is associated with causing ovarian failure, premature menopause, and reduced fertility in females.
  - ""The use of cisplatin has been associated with a cumulative dose-dependent impairment of spermatogenesis (oligospermia, azoospermia; possibly irreversible) and reduced fertility.""
  - **Summary:** The drug itself is associated with causing impairment of spermatogenesis and reduced fertility in males.
 

 3. **Section 17 Patient Counseling Information:**
  - ""Inform patients that treatment with cisplatin for injection may lead to permanent impairment of spermatogenesis, ovarian failure or premature menopause, and reduced fertility in both genders.""
  - **Summary:** The drug itself is associated with causing permanent impairment of spermatogenesis, ovarian failure, premature menopause, and reduced fertility in both genders.
 

 In summary, the drug label indicates that Cisplatin itself is associated with or causes infertility risks, including ovarian failure, premature menopause, reduced fertility, and impairment of spermatogenesis.",Most,Yes,1,1,,
FLUDEOXYGLUCOSE F 18,"The drug label for Fludeoxyglucose F18 Injection includes a section on nonclinical toxicology that addresses the potential risks related to carcinogenesis, mutagenesis, and impairment of fertility. Here is a summary of the relevant parts:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""Animal studies have not been performed to evaluate the Fludeoxyglucose F 18 Injection carcinogenic potential, mutagenic potential or effects on fertility.""
  - **Summary:** The drug itself has not been studied for its potential to cause infertility, as no animal studies have been conducted to evaluate its effects on fertility.
 

 In conclusion, the drug label does not provide specific information associating Fludeoxyglucose F18 Injection with infertility risks because the necessary studies to evaluate these risks have not been performed.",No,No,1,1,,
SULFASALAZINE,"### Summary of Infertility Risks for Azulfidine EN-tabs (Sulfasalazine)
 

 1. **Oligospermia and Infertility**
  - **Sentence:** ""Oligospermia and infertility have been observed in men treated with sulfasalazine; however, withdrawal of the drug appears to reverse these effects.""
  - **Summary:** The drug sulfasalazine itself has been associated with causing oligospermia and infertility in men, but these effects seem to be reversible upon discontinuation of the drug.
 

 2. **Carcinogenesis, Mutagenesis, Impairment of Fertility**
  - **Sentence:** ""Impairment of male fertility was observed in reproductive studies performed in rats at a dose of 800 mg/kg/day (4800 mg/m²). Oligospermia and infertility have been described in men treated with sulfasalazine. Withdrawal of the drug appears to reverse these effects.""
  - **Summary:** The drug sulfasalazine itself was associated with impairment of male fertility in animal studies and has been described to cause oligospermia and infertility in men, with these effects being reversible upon discontinuation of the drug.
 

 3. **Pregnancy**
  - **Sentence:** ""There have been case reports of neural tube defects (NTDs) in infants born to mothers who were exposed to sulfasalazine during pregnancy, but the role of sulfasalazine in these defects has not been established.""
  - **Summary:** This sentence does not discuss infertility risks but mentions potential risks of neural tube defects in infants, with no established causation by the drug sulfasalazine.
 

 4. **Nursing Mothers**
  - **Sentence:** ""There are reports with limited data of bloody stools or diarrhea in human milk fed infants of mothers taking sulfasalazine. In cases where the outcome was reported, bloody stools or diarrhea resolved in the infant after discontinuation of sulfasalazine in the mother or discontinuation of breastfeeding.""
  - **Summary:** This sentence does not discuss infertility risks but mentions potential gastrointestinal issues in infants breastfed by mothers taking sulfasalazine.
 

 ### Conclusion
 The drug label for Azulfidine EN-tabs (sulfasalazine) specifically associates the drug with causing oligospermia and infertility in men, with these effects being reversible upon discontinuation of the drug. There are no mentions of infertility risks for women or other populations.",Most,Yes,1,1,,
PYRIMETHAMINE,"The drug label for DARAPRIM (pyrimethamine) includes a section on ""Carcinogenesis, Mutagenesis, Impairment of Fertility,"" which discusses the potential risks related to infertility. Here is a summary of the relevant parts:
 

 1. **Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Mutagenesis:**
  - **In vitro assays:** Pyrimethamine was shown to be nonmutagenic in the Ames point mutation assay, the Rec assay, and the E. coli WP2 assay. **(The drug itself was not associated with infertility risk in these assays.)**
  - **Mouse lymphoma assay:** Pyrimethamine was positive in the L5178Y/TK +/- mouse lymphoma assay in the absence of exogenous metabolic activation. **(The drug itself was associated with mutagenic activity in this assay, which could imply potential risks, but infertility is not directly mentioned.)**
  - **Human blood lymphocytes:** Structural chromosome aberrations were induced by pyrimethamine in human blood lymphocytes cultured in vitro. **(The drug itself caused chromosome aberrations, which could imply potential risks, but infertility is not directly mentioned.)**
  - **In vivo rat study:** Chromosomes analyzed from the bone marrow of rats dosed with pyrimethamine showed an increased number of structural and numerical aberrations. **(The drug itself caused chromosome aberrations in rats, which could imply potential risks, but infertility is not directly mentioned.)**
 

 The label does not explicitly state that pyrimethamine causes or is associated with infertility. However, the mutagenic effects observed in some assays could imply potential risks to fertility, although this is not directly addressed in the label.",Less,No,3,3,,
NECITUMUMAB,"The drug label for PORTRAZZA (necitumumab) does not explicitly discuss infertility risks. However, it does mention related reproductive and developmental concerns in the following sections:
 

 1. **Section 5.7 Embryo-Fetal Toxicity:**
  - This section states that based on animal data and its mechanism of action, PORTRAZZA can cause fetal harm when administered to a pregnant woman. It does not directly mention infertility risks but highlights potential risks to fetal development.
 

 2. **Section 8.1 Pregnancy:**
  - This section reiterates that PORTRAZZA can cause fetal harm based on animal data and its mechanism of action. It discusses the impairment of embryo-fetal development, including effects on placental, lung, cardiac, skin, and neural development. Again, it does not directly address infertility but focuses on fetal development risks.
 

 3. **Section 8.3 Females and Males of Reproductive Potential:**
  - This section advises females of reproductive potential to use effective contraception during treatment with PORTRAZZA and for three months following the final dose. It does not explicitly mention infertility risks but implies the need for caution regarding reproductive health.
 

 4. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - This section states that no studies have been performed to assess the potential of necitumumab for carcinogenicity or genotoxicity. It also mentions that fertility studies have not been performed with necitumumab. Therefore, there is no direct evidence or data provided on whether the drug itself is associated with or causes infertility risks.
 

 In summary, the drug label does not provide specific information or evidence that PORTRAZZA is associated with or causes infertility risks. The focus is primarily on fetal development and the need for effective contraception during and after treatment.",Less,No,3,3,,
INDIUM IN-111 OXYQUINOLINE,"The drug label for Indium In 111 Oxyquinoline Solution discusses infertility risks in the following sections:
 

 1. **Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - ""Studies have not been performed to evaluate whether indium In 111 oxyquinoline affects fertility in male or female laboratory animals or humans.""
  - **Summary:** No studies have been conducted to determine if the drug itself affects fertility.
 

 2. **Pregnancy:**
  - ""Animal reproduction studies have not been conducted with indium In 111 oxyquinoline labeled leukocytes. It is also not known whether indium In 111 oxyquinoline labeled leukocytes can cause fetal harm when administered to a pregnant woman or can affect reproduction capacity.""
  - **Summary:** It is unknown whether the drug itself can affect reproductive capacity because no animal reproduction studies have been conducted.
 

 In summary, the drug label indicates that there is no specific evidence or studies to confirm whether Indium In 111 Oxyquinoline Solution itself affects fertility in humans or animals.",No,No,3,3,,
LEVONORGESTREL,"The drug label for LILETTA discusses infertility risks in several sections. Here is a summary of those parts, clearly stating whether the drug itself was associated with or caused the infertility risk:
 

 1. **Section 5.1 Ectopic Pregnancy:**
  - ""Evaluate patients for ectopic pregnancy if they become pregnant with LILETTA in place because the likelihood of a pregnancy being ectopic is increased with use of an IUS.""
  - **Summary:** The drug (LILETTA) is associated with an increased risk of ectopic pregnancy, which can lead to infertility.
  - ""Ectopic pregnancy may require surgery and may result in loss of fertility.""
  - **Summary:** The drug (LILETTA) is associated with ectopic pregnancy, which may require surgery and result in infertility.
 

 2. **Section 5.2 Intrauterine Pregnancy:**
  - ""Septic abortion may result in spontaneous abortion or a medical indication for pregnancy termination. Should severe infection of the uterus occur, hysterectomy may be required, which will result in permanent infertility.""
  - **Summary:** The drug (LILETTA) is associated with septic abortion, which may lead to severe infection requiring a hysterectomy, resulting in permanent infertility.
 

 3. **Section 5.4 Pelvic Inflammatory Disease or Endometritis:**
  - ""PID or endometritis can cause serious problems such as infertility, ectopic pregnancy, or pelvic pain that does not go away.""
  - **Summary:** The drug (LILETTA) is associated with an increased risk of PID or endometritis, which can cause infertility.
  - ""In rare cases, infections that start as PID or endometritis can even cause death.""
  - **Summary:** The drug (LILETTA) is associated with infections like PID or endometritis, which can lead to infertility and, in rare cases, death.
 

 4. **Section 17 Patient Counseling Information:**
  - ""Advise patients about the possibility of PID or endometritis and that these infections can cause tubal damage leading to ectopic pregnancy or infertility, or infrequently can necessitate hysterectomy, or cause death.""
  - **Summary:** The drug (LILETTA) is associated with an increased risk of PID or endometritis, which can cause tubal damage leading to infertility.
 

 5. **Patient Information Leaflet:**
  - ""Some IUS users get a serious pelvic infection called pelvic inflammatory disease (PID) or endometritis. PID and endometritis may be sexually transmitted. You have a higher chance of getting PID or endometritis if you or your partner have sex with other partners. PID or endometritis can cause serious problems such as infertility, ectopic pregnancy, or pelvic pain that does not go away.""
  - **Summary:** The drug (LILETTA) is associated with an increased risk of PID or endometritis, which can cause infertility.
 

 In summary, LILETTA is associated with an increased risk of ectopic pregnancy, pelvic inflammatory disease (PID), and endometritis, all of which can lead to infertility. Additionally, severe infections related to these conditions may necessitate a hysterectomy, resulting in permanent infertility.",Most,Yes,1,1,,
IVERMECTIN,"The drug label for STROMECTOL (ivermectin) includes a section on ""Carcinogenesis, Mutagenesis, Impairment of Fertility,"" which discusses infertility risks. Here is a summary of the relevant parts:
 

 1. **Long-term studies in animals have not been performed to evaluate the carcinogenic potential of ivermectin.**
  - **Summary:** No information is available on whether the drug itself is associated with or causes carcinogenic effects, as long-term studies have not been conducted.
 

 2. **Ivermectin was not genotoxic in vitro in the Ames microbial mutagenicity assay of Salmonella typhimurium strains TA1535, TA1537, TA98, and TA100 with and without rat liver enzyme activation, the Mouse Lymphoma Cell Line L5178Y (cytotoxicity and mutagenicity) assays, or the unscheduled DNA synthesis assay in human fibroblasts.**
  - **Summary:** The drug itself was not associated with or did not cause genotoxic effects in various in vitro assays.
 

 3. **Ivermectin had no adverse effects on the fertility in rats in studies at repeated doses of up to 3 times the maximum recommended human dose of 200 mcg/kg (on a mg/m²/day basis).**
  - **Summary:** The drug itself was not associated with or did not cause adverse effects on fertility in rats at doses up to three times the maximum recommended human dose.
 

 In summary, the drug label indicates that ivermectin was not associated with or did not cause infertility risks based on the available animal studies.",No,No,1,1,,
VERAPAMIL HCL,"The drug label for Verapamil HCl includes a section on ""Carcinogenesis, Mutagenesis, Impairment of Fertility,"" which discusses infertility risks. Here is a summary of the relevant parts:
 

 1. **Female Fertility Studies in Rats**:
  - **Sentence**: ""Studies in female rats at daily dietary doses up to 5.5 times (55 mg/kg/day) the maximum recommended human dose did not show impaired fertility.""
  - **Summary**: The drug itself was not associated with or did not cause infertility in female rats at doses up to 5.5 times the maximum recommended human dose.
 

 2. **Male Fertility**:
  - **Sentence**: ""Effects on male fertility have not been determined.""
  - **Summary**: The drug itself has not been studied for its effects on male fertility, so no association or causation can be determined.
 

 In summary, the drug label indicates that Verapamil HCl was not associated with or did not cause infertility in female rats, and the effects on male fertility have not been determined.",No,No,1,1,,
EXEMESTANE,"The drug label for AROMASIN (exemestane) discusses infertility risks in the following sections:
 

 1. **Section 8.3 - Females and Males of Reproductive Potential:**
  - **Infertility:** 
  - **Sentence:** ""Based on findings in animals, male and female fertility may be impaired by treatment with AROMASIN.""
  - **Summary:** The drug itself (AROMASIN) was associated with the risk of impaired fertility based on animal studies.
 

 2. **Section 17 - Patient Counseling Information:**
  - **Sentence:** ""AROMASIN may cause decreased fertility in males and females.""
  - **Summary:** The drug itself (AROMASIN) was associated with the risk of decreased fertility in both males and females.
 

 These sections indicate that AROMASIN is associated with or may cause infertility risks based on findings from animal studies and general patient counseling information.",Most,Yes,1,1,,
BENZTROPINE MESYLATE,"The provided drug label for Benztropine Mesylate Injection, USP does not explicitly mention infertility risks or discuss any association between the drug and infertility. The label covers various aspects such as the drug's description, clinical pharmacology, indications, contraindications, warnings, precautions, adverse reactions, overdosage, dosage and administration, and storage conditions, but it does not address infertility risks.
 

 To summarize:
 

 - **Description**: No mention of infertility risks.
 - **Clinical Pharmacology**: No mention of infertility risks.
 - **Indications and Usage**: No mention of infertility risks.
 - **Contraindications**: No mention of infertility risks.
 - **Warnings**: No mention of infertility risks.
 - **Precautions**: No mention of infertility risks.
 - **Adverse Reactions**: No mention of infertility risks.
 - **Overdosage**: No mention of infertility risks.
 - **Dosage and Administration**: No mention of infertility risks.
 - **How Supplied**: No mention of infertility risks.
 

 In conclusion, the drug label does not discuss or associate Benztropine Mesylate with infertility risks.",No,No,1,1,,
FLECAINIDE ACETATE,"The drug label for Flecainide Acetate Tablets, USP includes a section on ""Carcinogenesis, Mutagenesis, Impairment of Fertility,"" which discusses the potential risks related to infertility. Here is a summary of the relevant parts:
 

 1. **Long-term studies with flecainide in rats and mice at doses up to 60 mg/kg/day have not revealed any compound-related carcinogenic effects.**
  - **Summary:** The drug itself was not associated with carcinogenic effects in long-term animal studies.
 

 2. **Mutagenicity studies (Ames test, mouse lymphoma and in vivo cytogenetics) did not reveal any mutagenic effects.**
  - **Summary:** The drug itself was not associated with mutagenic effects in these studies.
 

 3. **A rat reproduction study at doses up to 50 mg/kg/day (seven times the usual human dose) did not reveal any adverse effect on male or female fertility.**
  - **Summary:** The drug itself was not associated with adverse effects on fertility in rats at high doses.
 

 In summary, the drug label indicates that Flecainide Acetate was not associated with or did not cause infertility risks in the animal studies conducted.",No,No,1,1,,
AMLODIPINE BESYLATE,"The drug label for Norvasc (amlodipine besylate) includes the following information related to infertility risks:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""There was no effect on the fertility of rats treated orally with amlodipine maleate (males for 64 days and females for 14 days prior to mating) at doses up to 10 mg amlodipine/kg/day (8 times the maximum recommended human dose of 10 mg/day on a mg/m² basis).""
  - **Summary:** The drug itself was not associated with or did not cause infertility in rats at doses up to 10 mg amlodipine/kg/day.
 

 In summary, the drug label indicates that Norvasc (amlodipine besylate) was not associated with or did not cause infertility in animal studies conducted on rats.",No,No,1,1,,
ZOLPIDEM TARTRATE SUBLINGUAL,"The drug label for Zolpidem Tartrate Sublingual Tablets discusses infertility risks in the section titled ""13 NONCLINICAL TOXICOLOGY"" under the subheading ""13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Impairment of fertility:**
  - **Sentence:** ""Oral administration of zolpidem (doses of 4, 20, and 100 mg base/kg/day) to rats prior to and during mating, and continuing in females through postpartum day 25, resulted in irregular estrus cycles and prolonged precoital intervals at the highest dose tested.""
  - **Summary:** The drug itself (zolpidem) was associated with irregular estrus cycles and prolonged precoital intervals in rats at the highest dose tested.
 

 2. **Sentence:** ""The no-effect dose for these findings is approximately 70 times the RHD on a mg/m2 basis.""
  - **Summary:** The drug itself (zolpidem) did not cause infertility-related effects at doses up to 70 times the recommended human dose (RHD) on a mg/m2 basis.
 

 3. **Sentence:** ""There was no impairment of fertility at any dose tested.""
  - **Summary:** The drug itself (zolpidem) did not cause impairment of fertility at any dose tested.
 

 In summary, while high doses of zolpidem were associated with irregular estrus cycles and prolonged precoital intervals in animal studies, there was no evidence that the drug caused impairment of fertility at any dose tested.",No,No,1,1,,
