generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
PENTOSAN POLYSULFATE SODIUM,"The drug label for ELMIRON® (pentosan polysulfate sodium) does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. The sections of the label that discuss adverse reactions, warnings, and precautions do not include any information about hearing loss, tinnitus, or other auditory issues directly associated with the drug. 
 

 Here is a summary of the relevant sections that might indirectly relate to sensory effects, but none of these explicitly mention ototoxicity:
 

 1. **Adverse Reactions**:
  - **Special Senses**: The label mentions ""tinnitus"" and ""optic neuritis"" under the category of special senses, but it does not explicitly state that these are caused by the drug. These are listed as adverse reactions observed during clinical trials or post-marketing experience.
 

 2. **Post-Marketing Experience**:
  - The label does not mention any auditory risks or ototoxic reactions reported during post-marketing surveillance.
 

 3. **Warnings and Precautions**:
  - The label primarily focuses on retinal pigmentary changes and increased bleeding risks but does not discuss any auditory risks or ototoxic reactions.
 

 In summary, the drug label for ELMIRON® does not provide any information indicating that the drug itself is associated with or causes ototoxicity or auditory risks. The mention of ""tinnitus"" under adverse reactions does not establish a direct causal relationship with the drug.",No,No,2,1
DEGARELIX,"The drug label for FIRMAGON (degarelix for injection) does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific adverse effects. Therefore, it can be concluded that the drug itself is not associated with or known to cause ototoxicity risks based on the information provided in the label.",No,No,1,1
OFLOXACIN OTIC,"### Summary of Ototoxicity and Auditory Risks for Ofloxacin Otic Solution 0.3%
 

 1. **General Precautions:**
  - **Cartilage and Joint Effects in Animals:** The systemic administration of quinolones, including ofloxacin, at doses much higher than those given or absorbed by the otic route, has led to lesions or erosions of the cartilage in weight-bearing joints and other signs of arthropathy in immature animals of various species. **(Not directly related to ototoxicity in humans, but indicates potential systemic risks at high doses.)**
 

 2. **Animal Studies:**
  - **Guinea Pig Study:** Young growing guinea pigs dosed in the middle ear with 0.3% Ofloxacin Otic Solution showed no systemic effects, lesions or erosions of the cartilage in weight-bearing joints, or other signs of arthropathy. No drug-related structural or functional changes of the cochlea and no lesions in the ossicles were noted in the guinea pig following otic administration of 0.3% ofloxacin for one month. **(No ototoxicity observed in animal studies with otic administration.)**
 

 3. **Pediatric Use:**
  - **Audiometric Testing in Pediatric Subjects:** No changes in hearing function occurred in 30 pediatric subjects treated with ofloxacin otic and tested for audiometric parameters. **(No ototoxicity observed in pediatric clinical trials.)**
 

 4. **Adverse Reactions:**
  - **Phase III Clinical Trials for Otitis Externa:** In the phase III clinical trials, there were single reports of transient loss of hearing and tinnitus. **(Isolated cases of auditory issues reported, but not conclusively linked to the drug.)**
 

 5. **Post-Marketing Adverse Events:**
  - **Neuropsychiatric Disturbances:** Cases of uncommon transient neuropsychiatric disturbances have been included in spontaneous post-marketing reports. A causal relationship with Ofloxacin Otic Solution 0.3% is unknown. **(No direct link to ototoxicity, but mentions neuropsychiatric disturbances.)**
 

 ### Conclusion:
 The drug label for Ofloxacin Otic Solution 0.3% does not provide conclusive evidence that the drug itself is associated with or causes ototoxicity. Animal studies and pediatric clinical trials did not show ototoxic effects. However, isolated cases of transient hearing loss and tinnitus were reported in clinical trials, and neuropsychiatric disturbances were noted in post-marketing reports, though a direct causal relationship with the drug was not established.",Less,No,1,1
METHAMPHETAMINE HYDROCHLORIDE,"The provided drug label for Desoxyn (methamphetamine hydrochloride) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various adverse effects, contraindications, warnings, and precautions, but there is no specific reference to ototoxicity or auditory risks associated with the use of Desoxyn.
 

 To summarize:
 

 - **Ototoxicity and Auditory Risks**: The drug label does not discuss any ototoxicity or auditory risks associated with Desoxyn.
 - **Ototoxic Reactions**: There are no mentions of ototoxic reactions caused by Desoxyn in the provided drug label.
 

 Therefore, based on the provided information, Desoxyn is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
BLEOMYCIN,"The provided drug label for Bleomycin for Injection, USP does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on pulmonary toxicity, idiosyncratic reactions, integument and mucous membrane reactions, and other adverse effects such as vascular toxicities, fever, chills, vomiting, anorexia, weight loss, and pain at the tumor site. 
 

 To summarize:
 

 1. **Pulmonary Toxicity**: The label discusses pulmonary toxicity as a significant risk associated with bleomycin, including pneumonitis and pulmonary fibrosis. This is directly associated with the drug.
 

 2. **Idiosyncratic Reactions**: The label mentions severe idiosyncratic reactions in approximately 1% of lymphoma patients treated with bleomycin, including symptoms like hypotension, mental confusion, fever, chills, and wheezing. This is directly associated with the drug.
 

 3. **Integument and Mucous Membranes**: The label reports adverse reactions such as erythema, rash, striae, vesiculation, hyperpigmentation, and tenderness of the skin, among others. This is directly associated with the drug.
 

 4. **Other Adverse Reactions**: The label mentions vascular toxicities, Raynaud's phenomenon, fever, chills, vomiting, anorexia, weight loss, pain at the tumor site, phlebitis, and malaise. These are directly associated with the drug.
 

 Since the label does not mention ototoxicity or auditory risks, it can be concluded that there is no information provided in this label about bleomycin causing or being associated with ototoxicity or auditory risks.",No,No,1,1
VENLAFAXINE HCL,"The provided drug label for Venlafaxine HCL ER 150mg Capsules does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. The label covers a wide range of adverse reactions, warnings, and precautions, but there is no specific section or mention of ototoxicity (ear toxicity) or auditory risks (hearing-related issues) associated with the use of Venlafaxine HCL ER.
 

 To summarize:
 

 - **Ototoxicity and Auditory Risks**: The drug label does not discuss ototoxicity or auditory risks.
 - **Ototoxic Reactions**: There are no mentions of ototoxic reactions in the drug label.
 

 If you have concerns about ototoxicity or auditory risks related to Venlafaxine HCL ER, it is advisable to consult with a healthcare provider for more detailed information and personalized medical advice.",No,No,1,1
LECANEMAB,"The provided drug label for LEQEMBI (lecanemab-irmb) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the risks associated with Amyloid Related Imaging Abnormalities (ARIA), hypersensitivity reactions, and infusion-related reactions. There is no information indicating that LEQEMBI itself is associated with or causes ototoxicity or auditory risks.",No,No,1,1
BUPROPION HYDROCHLORIDE SR,"The drug label for Bupropion HCL ER (SR) does not explicitly mention ototoxicity or auditory risks as a primary concern. However, there are a few references to auditory-related adverse reactions:
 

 1. **Commonly Observed Adverse Reactions**:
  - **Tinnitus**: The label mentions that tinnitus occurred in at least 5% of subjects treated with bupropion hydrochloride extended-release tablets (SR) at both 300 mg/day and 400 mg/day doses, and at a rate at least twice the placebo rate. This indicates that the drug itself was associated with causing tinnitus.
 

 2. **Table 3. Adverse Reactions Reported by at Least 1% of Subjects and at a Greater Frequency than Placebo in Controlled Clinical Trials**:
  - **Tinnitus**: Tinnitus was reported in 6% of subjects taking 300 mg/day and 6% of subjects taking 400 mg/day, compared to 2% in the placebo group. This again indicates that the drug itself was associated with causing tinnitus.
 

 3. **Postmarketing Experience**:
  - **Deafness**: The label lists deafness as an adverse reaction identified during post-approval use of bupropion hydrochloride extended-release tablets (SR). This suggests that the drug itself was associated with causing deafness, although the frequency and causal relationship are not clearly established.
 

 In summary, the drug label indicates that bupropion hydrochloride extended-release tablets (SR) are associated with causing tinnitus and have been reported to cause deafness in postmarketing experience.",Less,Yes,1,1
BENAZEPRIL; BENAZEPRIL HYDROCHLORIDE,"The provided drug label for Benazepril does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label primarily focuses on the drug's indications, dosage, contraindications, warnings, precautions, adverse reactions, and pharmacokinetics. 
 

 Here is a summary of the relevant sections that might indirectly relate to ototoxicity or auditory risks, although none explicitly state that Benazepril itself is associated with or causes ototoxicity:
 

 1. **Adverse Reactions**:
  - The label lists various adverse reactions but does not mention any related to ototoxicity or auditory risks. The adverse reactions include headache, dizziness, somnolence, and postural dizziness, but these are not directly related to auditory function.
 

 2. **Warnings and Precautions**:
  - The label discusses several serious risks such as angioedema, anaphylactoid reactions, impaired renal function, hypotension, hyperkalemia, and hepatic failure. None of these warnings or precautions mention ototoxicity or auditory risks.
 

 3. **Drug Interactions**:
  - The label mentions interactions with diuretics, antidiabetics, NSAIDs, dual blockade of the renin-angiotensin system, mTOR inhibitors, lithium, and gold. None of these interactions are noted to cause ototoxicity or auditory risks.
 

 4. **Specific Populations**:
  - The label provides information on the use of Benazepril in pregnant women, nursing mothers, pediatric patients, geriatric patients, and patients with renal impairment. There is no mention of ototoxicity or auditory risks in these populations.
 

 5. **Pharmacodynamics and Pharmacokinetics**:
  - The label explains the mechanism of action and pharmacokinetics of Benazepril but does not mention any effects on auditory function or ototoxicity.
 

 In conclusion, the drug label for Benazepril does not associate the drug with ototoxicity or auditory risks. There are no explicit mentions or warnings about ototoxic reactions in the provided label.",No,No,1,1
FILGRASTIM,"The provided drug label for RELEUKO (filgrastim-ayow) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label includes detailed information on indications, dosage, administration, contraindications, warnings, precautions, adverse reactions, and other clinical and pharmacological details, but there is no specific mention of ototoxicity or auditory risks associated with the use of RELEUKO.
 

 To summarize:
 - **Ototoxicity and auditory risks**: Not mentioned in the drug label.
 - **Ototoxic reactions**: Not mentioned in the drug label.
 

 Therefore, based on the provided drug label, RELEUKO is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
VARENICLINE TARTRATE,"The provided drug label for CHANTIX (varenicline) does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. However, it does list various adverse reactions and side effects, including some related to the ear and auditory system. Here is a summary of the relevant parts:
 

 1. **Ear and Labyrinth Disorders**:
  - **Infrequent**: tinnitus, vertigo.
  - **Summary**: Tinnitus and vertigo were reported infrequently in patients taking CHANTIX. The label does not explicitly state that CHANTIX caused these conditions, but they were observed during clinical trials.
 

 2. **Rare**: deafness, Meniere's disease.
  - **Summary**: Deafness and Meniere's disease were reported rarely in patients taking CHANTIX. Again, the label does not explicitly state that CHANTIX caused these conditions, but they were observed during clinical trials.
 

 3. **Nervous System Disorders**:
  - **Infrequent**: balance disorder.
  - **Summary**: Balance disorder was reported infrequently in patients taking CHANTIX. The label does not explicitly state that CHANTIX caused this condition, but it was observed during clinical trials.
 

 In summary, while the drug label for CHANTIX lists tinnitus, vertigo, deafness, Meniere's disease, and balance disorder as adverse reactions, it does not explicitly state that CHANTIX caused these conditions. These conditions were observed during clinical trials and postmarketing experience.",Less,No,1,1
MILRINONE LACTATE,"The drug label for Milrinone Lactate Injection, USP does not mention ototoxicity, auditory risks, or ototoxic reactions. There are no sections or sentences in the provided drug label that discuss these specific concerns. Therefore, based on the provided information, Milrinone Lactate Injection, USP is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
LITHIUM,"The drug label for Lithium Oral Solution discusses ototoxicity and auditory risks in the following sections:
 

 1. **Section 5.1 Lithium Toxicity**:
  - **Sentence**: ""Neurological signs of lithium toxicity range from mild neurological adverse reactions such as fine tremor, lightheadedness, lack of coordination, and weakness; to moderate manifestations like giddiness, apathy, drowsiness, hyperreflexia, muscle twitching, ataxia, blurred vision, tinnitus, and slurred speech; and severe manifestations such as clonus, confusion, seizure, coma, and death.""
  - **Summary**: The drug itself is associated with ototoxicity risk, specifically mentioning tinnitus as a moderate manifestation of lithium toxicity.
 

 2. **Section 6 Adverse Reactions**:
  - **Sentence**: ""Central Nervous System: tremor, muscle hyperirritability (fasciculations, twitching, clonic movements of whole limbs), hypertonicity, ataxia, choreoathetotic movements, hyperactive deep tendon reflexes, extrapyramidal symptoms including acute dystonia, cogwheel rigidity, blackout spells, epileptiform seizures, slurred speech, dizziness, vertigo, downbeat nystagmus, incontinence of urine or feces, somnolence, psychomotor retardation, restlessness, confusion, stupor, coma, tongue movements, tics, tinnitus, hallucinations, poor memory, slowed intellectual functioning, startled response, worsening of organic brain syndromes, myasthenic syndromes (rarely).""
  - **Summary**: The drug itself is associated with ototoxicity risk, specifically mentioning tinnitus and vertigo as adverse reactions.
 

 3. **Medication Guide**:
  - **Sentence**: ""Stop taking lithium oral solution and call your healthcare provider right away if you have any symptoms of lithium toxicity including: ... ringing in your ears.""
  - **Summary**: The drug itself is associated with ototoxicity risk, specifically mentioning ringing in the ears (tinnitus) as a symptom of lithium toxicity.
 

 In summary, the drug label for Lithium Oral Solution indicates that the drug itself is associated with ototoxicity risks, particularly mentioning tinnitus and vertigo as potential adverse reactions.",Most,Yes,1,1
QUETIAPINE FUMARATE,"The provided drug label for SEROQUEL XR (quetiapine fumarate) does not explicitly mention ototoxicity, auditory risks, or ototoxic reactions. The label includes extensive information on various adverse reactions, warnings, precautions, and clinical studies, but there is no specific reference to ototoxicity or auditory risks associated with the use of SEROQUEL XR.
 

 To summarize:
 

 1. **Warnings and Precautions**: The label does not list ototoxicity or auditory risks under the warnings and precautions section.
 2. **Adverse Reactions**: The adverse reactions section does not mention any ototoxic reactions or auditory risks.
 3. **Clinical Studies**: The clinical studies section does not report any findings related to ototoxicity or auditory risks.
 4. **Postmarketing Experience**: The postmarketing experience section does not include reports of ototoxicity or auditory risks.
 

 In conclusion, the drug label for SEROQUEL XR does not associate the drug with ototoxicity or auditory risks. There are no mentions or discussions of ototoxic reactions in the provided label.",No,No,1,1
PROMETHAZINE HYDROCHLORIDE TABLET,"The provided drug label for Promethazine Hydrochloride does not explicitly mention ototoxicity or auditory risks and ototoxic reactions. The label primarily focuses on the drug's general pharmacology, indications, contraindications, warnings, precautions, adverse reactions, and dosage information. 
 

 Here is a summary of the relevant sections that might indirectly relate to auditory risks, though they do not specifically mention ototoxicity:
 

 1. **Adverse Reactions - Central Nervous System**:
  - ""Tinnitus"" is listed as a possible adverse reaction. 
  - **Summary**: Tinnitus (ringing in the ears) is mentioned as a potential adverse reaction, but the label does not explicitly state that Promethazine Hydrochloride causes ototoxicity.
 

 2. **Overdosage**:
  - ""Tinnitus"" is also mentioned as a symptom of overdosage.
  - **Summary**: Tinnitus is noted as a symptom of overdosage, but again, there is no direct mention of ototoxicity caused by the drug.
 

 In conclusion, the drug label does not provide specific information about ototoxicity or auditory risks directly associated with Promethazine Hydrochloride. The only related mention is tinnitus, which is listed as a potential adverse reaction and a symptom of overdosage, but there is no explicit connection to ototoxicity.",Less,No,1,1
FENOFIBRATE,"The provided drug label for ANTARA (fenofibrate) does not mention ototoxicity, auditory risks, or ototoxic reactions. The label extensively covers various aspects such as indications, dosage, contraindications, warnings, precautions, adverse reactions, and pharmacology, but there is no specific information related to ototoxicity or auditory risks associated with the use of ANTARA.
 

 To summarize:
 - **Ototoxicity and auditory risks**: The drug label does not discuss any ototoxicity or auditory risks.
 - **Ototoxic reactions**: There are no mentions of ototoxic reactions caused by ANTARA in the provided drug label.
 

 Therefore, based on the provided information, ANTARA (fenofibrate) is not associated with or reported to cause ototoxicity or auditory risks.",No,No,1,1
