generic_name,reasoning,less_determination,binary_determination,less_determination_score,binary_determination_score
INDOCYANINE GREEN,"The drug label for SPY AGENT GREEN does not explicitly discuss infertility risks. Here is a summary of the relevant sections that might indirectly relate to reproductive health, but none of these sections directly associate the drug with infertility risks:
 

 1. **Pregnancy (8.1)**:
  - **Summary**: There are no adequate and well-controlled studies of SPY AGENT GREEN in pregnant women. Available data from a very small number of scientific literature studies with indocyanine green use in pregnant women over several decades have not reported any drug-associated risks for major birth defects, miscarriage, or adverse maternal or fetal outcomes. Data from one small study in which indocyanine green was administered intravenously to pregnant women during labor suggest there is no placental transfer of the drug. Animal reproduction studies have not been conducted with indocyanine green.
  - **Infertility Risk**: The drug itself was not associated with or caused infertility risk.
 

 2. **Lactation (8.2)**:
  - **Summary**: Seventeen cases of indocyanine green use in lactating women have been reported in the scientific literature with no adverse events observed in the breastfed infant. However, there are no data on the presence of indocyanine green in human milk or the effects on milk production. Therefore, the developmental and health benefits of breastfeeding should be considered along with the mother's clinical need for SPY AGENT GREEN and any potential adverse effects on the breastfed infant from SPY AGENT GREEN or from the underlying maternal condition.
  - **Infertility Risk**: The drug itself was not associated with or caused infertility risk.
 

 3. **Pediatric Use (8.4)**:
  - **Summary**: Use of SPY AGENT GREEN for visualization of vessels, blood flow, and tissue perfusion has been established in pediatric patients aged 1 month and older. Pediatric use is supported by published data in 49 pediatric patients who received indocyanine green for assessment of blood flow and tissue perfusion in cardiovascular, vascular, plastic, micro- and reconstructive surgical procedures, and by clinical trials in adults. No overall differences in safety or effectiveness have been observed between pediatric patients and adults. The dose range was similar to the effective dose range in adults. The use of SPY AGENT GREEN for visualization of vessels, blood flow, and tissue perfusion has not been established in pediatric patients aged less than 1 month.
  - **Infertility Risk**: The drug itself was not associated with or caused infertility risk.
 

 4. **Geriatric Use (8.5)**:
  - **Summary**: Of the total number of patients in clinical studies of SPY AGENT GREEN in visualization of vessels, blood flow, and tissue perfusion, 7% were 65 and over, while 1% were 75 and over. Of the total number of patients in clinical studies of SPY AGENT GREEN in visualization of lymph nodes and lymphatic vessels during lymphatic mapping of cervical and uterine cancer, 9% were 65 and over, while 2% were 75 and over. Of the total number of patients in clinical studies of SPY AGENT GREEN in visualization of lymph nodes and lymphatic vessels during lymphatic mapping of breast cancer, 38% were 65 and over, while 8% were 75 and over. No overall differences in safety or effectiveness were observed between these patients and younger patients, and other reported clinical experience has not identified differences in responses between elderly and younger patients. Clinical studies of SPY AGENT GREEN in visualization of extrahepatic biliary ducts did not include sufficient numbers of patients aged 65 and over to determine whether they respond differently from younger patients. Other reported clinical experience has not identified differences in responses between elderly and younger patients. In general, dose selection for an elderly patient should be cautious, usually starting at the low end of the dosing range, reflecting the greater frequency of decreased hepatic, renal, or cardiac function, and of concomitant disease or other drug therapy.
  - **Infertility Risk**: The drug itself was not associated with or caused infertility risk.
 

 In summary, the drug label for SPY AGENT GREEN does not mention any risks of infertility associated with the drug.",No,No,1,1
TRAZODONE HYDROCHLORIDE,"The drug label for Trazodone Hydrochloride tablets includes a section on nonclinical toxicology that discusses the potential impact on fertility. Here is a summary of the relevant parts:
 

 1. **Impairment of Fertility**:
  - **Sentence**: ""Trazodone has no effect on fertility in rats at doses up to 7.3 times the MRHD in adults on mg/m2 basis in adolescents.""
  - **Summary**: The drug itself was not associated with or did not cause infertility in rats at doses up to 7.3 times the maximum recommended human dose (MRHD).
 

 Overall, the drug label indicates that Trazodone Hydrochloride was not associated with or did not cause infertility in the animal studies conducted.",No,No,1,1
DOPAMINE HCI,"The drug label for Dopamine HCl Injection, USP does not explicitly discuss infertility risks. However, it does mention potential reproductive and developmental effects in the context of pregnancy and animal studies. Here is a summary of the relevant parts:
 

 1. **Pregnancy: Teratogenic Effects**:
  - **Sentence**: ""Animal studies have revealed no evidence of teratogenic effects due to dopamine.""
  - **Summary**: The drug itself was not associated with teratogenic effects in animal studies.
  - **Sentence**: ""However, in one study, administration of dopamine HCl to pregnant rats resulted in a decreased survival rate of the newborn and a potential for cataract formation in the survivors.""
  - **Summary**: The drug itself was associated with decreased survival rate of newborns and potential cataract formation in animal studies.
  - **Sentence**: ""There are no adequate and well-controlled studies in pregnant women and it is not known if dopamine crosses the placental barrier.""
  - **Summary**: The drug itself has not been studied adequately in pregnant women, so its effects on human pregnancy are unknown.
 

 2. **Nursing Mothers**:
  - **Sentence**: ""It is not known whether this drug is excreted in human milk.""
  - **Summary**: It is unknown if the drug itself is excreted in human milk.
 

 3. **Pediatric Use**:
  - **Sentence**: ""Safety and effectiveness in children have not been established.""
  - **Summary**: The drug itself has not been established as safe or effective in children.
 

 None of these sections directly address infertility risks. The primary focus is on potential developmental and reproductive effects observed in animal studies and the lack of adequate human studies.",Less,No,1,1
OCRELIZUMAB,"The drug label for OCREVUS (ocrelizumab) does not explicitly discuss infertility risks in humans. However, it does provide some relevant information from animal studies and general reproductive health considerations. Here is a summary of the parts that touch on these aspects:
 

 1. **Nonclinical Toxicology (Section 13.1)**
  - **Summary**: No effects on reproductive organs were observed in male monkeys administered ocrelizumab, and there were no effects on the estrus cycle in female monkeys.
  - **Infertility Risk**: The drug itself was not associated with or caused infertility risk in the animal studies conducted.
 

 2. **Use in Specific Populations (Section 8.1 - Pregnancy)**
  - **Summary**: The label mentions that ocrelizumab is a humanized monoclonal antibody and immunoglobulins are known to cross the placental barrier. There are no adequate data on the developmental risk associated with the use of OCREVUS in pregnant women.
  - **Infertility Risk**: This section does not discuss infertility risks directly but focuses on potential developmental risks during pregnancy.
 

 3. **Use in Specific Populations (Section 8.3 - Females and Males of Reproductive Potential)**
  - **Summary**: Women of childbearing potential should use effective contraception while receiving OCREVUS and for 6 months after the last infusion.
  - **Infertility Risk**: This section advises on contraception but does not indicate that the drug itself is associated with or causes infertility.
 

 4. **Nonclinical Toxicology (Section 13.1 - Carcinogenesis, Mutagenesis, Impairment of Fertility)**
  - **Summary**: No studies have been performed to assess the mutagenic potential of OCREVUS. As an antibody, OCREVUS is not expected to interact directly with DNA.
  - **Infertility Risk**: The drug itself was not associated with or caused infertility risk based on the available nonclinical data.
 

 In summary, the drug label does not provide evidence that OCREVUS is associated with or causes infertility risks based on the available animal studies and nonclinical data. The label primarily focuses on the need for contraception and potential developmental risks during pregnancy rather than direct infertility risks.",No,No,1,1
NEXTERONE (AMIODARONE HCI),"The drug label for NEXTERONE (amiodarone HCl) Premixed Injection discusses infertility risks in the following sections:
 

 1. **Section 8.1 Pregnancy - Nonteratogenic Effects:**
  - **Sentence:** ""Very high concentrations of amiodarone and desethylamiodarone may be found in testes.""
  - **Summary:** The drug itself (amiodarone and its metabolite desethylamiodarone) may accumulate in the testes at very high concentrations.
  - **Sentence:** ""An elevated follicle-stimulating hormone and luteinizing hormone levels, suggestive of testicular dysfunction, have been reported in men on long-term amiodarone treatment.""
  - **Summary:** The drug itself (amiodarone) has been associated with elevated hormone levels indicative of testicular dysfunction in men undergoing long-term treatment.
 

 2. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""No fertility studies were conducted with intravenous administration of amiodarone.""
  - **Summary:** There is no information on whether the drug itself (amiodarone) affects fertility when administered intravenously.
  - **Sentence:** ""However, in a study in which amiodarone HCl was orally administered to male and female rats, beginning 9 weeks prior to mating, reduced fertility was observed at a dose level of 90 mg/kg/day (approximately 1.4 times the maximum recommended human maintenance dose of 600 mg/day).""
  - **Summary:** The drug itself (amiodarone) caused reduced fertility in rats when administered orally at a specific dose level.
 

 In summary, the drug label indicates that amiodarone and its metabolite can accumulate in the testes and are associated with testicular dysfunction in men on long-term treatment. Additionally, oral administration of amiodarone in rats has been shown to reduce fertility. No fertility studies have been conducted with intravenous administration of amiodarone.",Most,Yes,1,1
MAGNESIUM SULFATE HEPTAHYDRATE,"The drug label for Magnesium Sulfate Injection, USP does not explicitly discuss infertility risks. However, it does mention potential fetal harm and other adverse effects related to prolonged use during pregnancy. Here is a summary of the relevant sections that could indirectly relate to reproductive health:
 

 1. **Warnings - Fetal Harm**:
  - **Sentence**: ""Continuous administration of magnesium sulfate beyond 5 to 7 days to pregnant women can lead to hypocalcemia and bone abnormalities in the developing fetus.""
  - **Summary**: The drug itself is associated with fetal harm, including hypocalcemia and bone abnormalities, when administered continuously for more than 5 to 7 days during pregnancy.
 

 2. **Warnings - Fetal Harm**:
  - **Sentence**: ""These bone abnormalities include skeletal demineralization and osteopenia. In addition, cases of neonatal fracture have been reported.""
  - **Summary**: The drug itself is associated with skeletal demineralization, osteopenia, and neonatal fractures when used for prolonged periods during pregnancy.
 

 3. **Warnings - Fetal Harm**:
  - **Sentence**: ""The shortest duration of treatment that can lead to fetal harm is not known.""
  - **Summary**: The drug itself has an uncertain minimum duration of use that can cause fetal harm.
 

 4. **Warnings - Fetal Harm**:
  - **Sentence**: ""Magnesium sulfate should be used during pregnancy only if clearly needed.""
  - **Summary**: The drug itself should be used cautiously during pregnancy due to potential risks.
 

 5. **Warnings - Fetal Harm**:
  - **Sentence**: ""If magnesium sulfate is given for treatment of preterm labor, the woman should be informed that the efficacy and safety of such use have not been established and that use of magnesium sulfate beyond 5 to 7 days may cause fetal abnormalities.""
  - **Summary**: The drug itself may cause fetal abnormalities when used for preterm labor treatment beyond 5 to 7 days, and its safety and efficacy for this use are not established.
 

 6. **Pregnancy - Teratogenic Effects**:
  - **Sentence**: ""Magnesium sulfate can cause fetal abnormalities when administered beyond 5 to 7 days to pregnant women.""
  - **Summary**: The drug itself is associated with causing fetal abnormalities when used for more than 5 to 7 days during pregnancy.
 

 7. **Pregnancy - Teratogenic Effects**:
  - **Sentence**: ""There are retrospective epidemiological studies and case reports documenting fetal abnormalities such as hypocalcemia, skeletal demineralization, osteopenia and other skeletal abnormalities with continuous maternal administration of magnesium sulfate for more than 5 to 7 days.""
  - **Summary**: The drug itself is associated with fetal abnormalities, including hypocalcemia, skeletal demineralization, and osteopenia, based on studies and case reports.
 

 8. **Pregnancy - Nonteratogenic Effects**:
  - **Sentence**: ""When administered by continuous IV infusion (especially for more than 24 hours preceding delivery) to control convulsions in a toxemic woman, the newborn may show signs of magnesium toxicity, including neuromuscular or respiratory depression.""
  - **Summary**: The drug itself is associated with magnesium toxicity in newborns, including neuromuscular or respiratory depression, when administered continuously before delivery.
 

 In summary, while the drug label does not directly address infertility risks, it does highlight significant potential fetal harm and adverse effects related to prolonged use during pregnancy. These effects include skeletal abnormalities, hypocalcemia, and magnesium toxicity in newborns.",Less,No,1,1
FLUDEOXYGLUCOSE F-18,"The drug label for Fludeoxyglucose F 18 Injection, USP includes the following information related to infertility risks:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""Animal studies have not been performed to evaluate the Fludeoxyglucose F18 Injection carcinogenic potential, mutagenic potential or effects on fertility.""
  - **Summary:** This sentence states that no animal studies have been conducted to evaluate whether Fludeoxyglucose F 18 Injection itself is associated with or causes infertility risks.
 

 In summary, the drug label does not provide specific information indicating that Fludeoxyglucose F 18 Injection is associated with or causes infertility risks. It only mentions that the effects on fertility have not been evaluated in animal studies.",No,No,1,1
OLOPATADINE HYDROCHLORIDE,"The drug label for PATANASE® Nasal Spray discusses infertility risks in the section titled ""13 NONCLINICAL TOXICOLOGY"" under ""13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Sentence:** ""Olopatadine administered orally to male and female rats at dose of 400 mg/kg/day, (approximately 680 times the MRHD for adults on a mg/m2 basis) resulted in a decrease in the fertility index and reduced implantation rate.""
  - **Summary:** The drug (olopatadine) was associated with a decrease in fertility index and reduced implantation rate in rats at high doses.
 

 2. **Sentence:** ""No effects on fertility were observed at dose of 50 mg/kg/day (approximately 85 times the MRHD for adults on a mg/m2 basis).""
  - **Summary:** The drug (olopatadine) did not cause infertility at lower doses in rats.
 

 In summary, high doses of olopatadine were associated with decreased fertility and reduced implantation rates in animal studies, but no infertility effects were observed at lower doses.",Less,Yes,1,1
CYCLOSERINE,"The drug label for Cycloserine Capsules USP, 250 mg, includes a section on ""Carcinogenesis, Mutagenicity, and Impairment of Fertility"" that discusses infertility risks. Here is a summary of the relevant parts:
 

 1. **Studies have not been performed to determine potential for carcinogenicity.**
  - **Summary:** No studies have been conducted to assess whether the drug itself is associated with or causes cancer.
 

 2. **The Ames test and unscheduled DNA repair test were negative.**
  - **Summary:** The drug itself was not associated with mutagenicity based on these tests.
 

 3. **A study in 2 generations of rats showed no impairment of fertility relative to controls for the first mating but somewhat lower fertility in the second mating.**
  - **Summary:** The drug itself was not associated with infertility in the first generation of rats but caused somewhat lower fertility in the second generation.
 

 In summary, the drug label indicates that Cycloserine itself was not associated with infertility in the first generation of rats but caused somewhat lower fertility in the second generation.",Less,Yes,1,1
POMALIDOMIDE,"The drug label for POMALYST (pomalidomide) includes information about infertility risks in the following sections:
 

 1. **Section 8.3: Females and Males of Reproductive Potential**
  - **Infertility**: ""Based on findings in animals, female fertility may be compromised by treatment with POMALYST [see Nonclinical Toxicology (13.1)].""
  - **Summary**: This sentence states that the drug itself (POMALYST) was associated with a potential risk of compromised female fertility based on animal studies.
 

 2. **Section 13.1: Carcinogenesis, Mutagenesis, Impairment of Fertility**
  - ""In a fertility and early embryonic development study in rats, drug-treated males were mated with untreated or treated females. Pomalidomide was administered to males and females at doses of 25 to 1000 mg/kg/day. When treated males were mated with treated females, there was an increase in post-implantation loss and a decrease in mean number of viable embryos at all dose levels.""
  - **Summary**: This sentence indicates that the drug itself (POMALYST) caused an increase in post-implantation loss and a decrease in the number of viable embryos when both male and female rats were treated with the drug.
  - ""There were no other effects on reproductive functions or the number of pregnancies.""
  - **Summary**: This sentence clarifies that aside from the increased post-implantation loss and decreased viable embryos, the drug itself (POMALYST) did not cause other reproductive function issues or affect the number of pregnancies.
  - ""The lowest dose tested in animals resulted in an exposure (AUC) approximately 100-fold of the exposure in patients at the recommended dose of 4 mg/day.""
  - **Summary**: This sentence provides context on the dosage used in the animal studies, indicating that the drug itself (POMALYST) was tested at significantly higher exposure levels than the recommended human dose.
  - ""When treated males in this study were mated with untreated females, all uterine parameters were comparable to the controls. Based on these results, the observed effects were attributed to the treatment of females.""
  - **Summary**: This sentence indicates that the drug itself (POMALYST) did not affect uterine parameters when only males were treated, suggesting that the infertility effects were primarily due to the treatment of females.
 

 In summary, the drug label indicates that POMALYST (pomalidomide) itself is associated with potential infertility risks, particularly in females, based on animal studies. The drug caused increased post-implantation loss and decreased viable embryos when both male and female rats were treated, but did not affect other reproductive functions or the number of pregnancies.",Most,Yes,1,1
RAXIBACUMAB,"The drug label for Raxibacumab includes a section on nonclinical toxicology that discusses infertility risks. Here is a summary of the relevant parts:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""Carcinogenicity, genotoxicity, and fertility studies have not been conducted with raxibacumab.""
  - **Summary:** This sentence states that no studies have been conducted to determine if Raxibacumab itself is associated with or causes infertility risks.
 

 In summary, the drug label does not provide any information indicating that Raxibacumab is associated with or causes infertility risks, as no fertility studies have been conducted.",No,No,1,1
TEPOTINIB HYDROCHLORIDE,"The drug label for TEPMETKO (tepotinib) includes information about infertility risks in the following sections:
 

 1. **Section 8.1 Pregnancy**:
  - **Summary**: This section discusses the potential for TEPMETKO to cause fetal harm based on animal studies and its mechanism of action. It does not directly address infertility risks but highlights the drug's teratogenic effects.
  - **Drug Association**: The drug itself is associated with causing fetal harm, but infertility risks are not explicitly mentioned here.
 

 2. **Section 8.3 Females and Males of Reproductive Potential**:
  - **Summary**: This section states that based on animal data, TEPMETKO can cause malformations at doses less than the human exposure based on AUC at the 450 mg clinical dose.
  - **Drug Association**: The drug itself is associated with causing malformations, but it does not explicitly mention infertility risks.
 

 3. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility**:
  - **Summary**: This section states that fertility studies of tepotinib have not been performed. It also mentions that there were no morphological changes in male or female reproductive organs in repeat-dose toxicity studies in dogs.
  - **Drug Association**: The drug itself was not associated with causing infertility risks, as no morphological changes in reproductive organs were observed in animal studies.
 

 In summary, the drug label does not provide direct evidence or statements associating TEPMETKO with infertility risks. The sections discussing reproductive potential and toxicity studies do not indicate that the drug causes infertility.",No,No,1,1
TESTOSTERONE CYPIONATE,"### Summary of Infertility Risks Associated with Testosterone Cypionate Injection
 

 1. **Section 5.7: Potential for Adverse Effects on Spermatogenesis**
  - **Summary**: Large doses of exogenous androgens, including Testosterone Cypionate Injection, may suppress spermatogenesis through feedback inhibition of pituitary follicle-stimulating hormone (FSH), potentially leading to adverse effects on semen parameters, including sperm count.
  - **Association**: The drug itself is associated with the risk of infertility due to its potential to suppress spermatogenesis.
 

 2. **Section 8.3: Females and Males of Reproductive Potential - Infertility**
  - **Summary**: During treatment with large doses of exogenous androgens, including Testosterone Cypionate Injection, spermatogenesis may be suppressed through feedback inhibition of the hypothalamic-pituitary-testicular axis. Reduced fertility is observed in some men taking testosterone replacement therapy, and the impact on fertility may be irreversible.
  - **Association**: The drug itself is associated with the risk of infertility due to its potential to suppress spermatogenesis and reduce fertility.
 

 3. **Section 9.2: Abuse - Abuse-Related Adverse Reactions**
  - **Summary**: Testicular atrophy, subfertility, and infertility have been reported in men who abuse anabolic androgenic steroids, including testosterone.
  - **Association**: The drug itself is associated with the risk of infertility when abused, leading to testicular atrophy and subfertility.
 

 4. **Section 17: Patient Counseling Information - Testosterone Cypionate Injection may lower your sperm count**
  - **Summary**: Patients are advised that Testosterone Cypionate Injection may lower their sperm count.
  - **Association**: The drug itself is associated with the risk of infertility due to its potential to lower sperm count.
 

 ### Conclusion
 Testosterone Cypionate Injection is associated with infertility risks primarily due to its potential to suppress spermatogenesis, reduce sperm count, and cause testicular atrophy, especially when used in large doses or abused.",Most,Yes,1,1
SETMELANOTIDE,"The drug label for IMCIVREE (setmelanotide) includes a section on nonclinical toxicology that discusses the potential effects of the drug on fertility. Here is a summary of the relevant parts:
 

 1. **Nonclinical Toxicology - Carcinogenesis, Mutagenesis, Impairment of Fertility (Section 13.1):**
  - **Sentence:** ""There were no effects on the fertility of male rats subcutaneously administered up to 3.0 mg/kg/day setmelanotide, which represents 9 times the MRHD of 3 mg, based on AUC.""
  - **Summary:** The drug itself was not associated with or did not cause infertility in male rats at doses up to 3.0 mg/kg/day.
  - **Sentence:** ""No effects on the fertility of female rats were observed with subcutaneous administration up to 5 mg/kg/day setmelanotide, which represents 11 times the MRHD of 3 mg, based on AUC.""
  - **Summary:** The drug itself was not associated with or did not cause infertility in female rats at doses up to 5 mg/kg/day.
 

 In summary, the drug label indicates that IMCIVREE (setmelanotide) was not associated with or did not cause infertility in both male and female rats at the tested doses.",No,No,1,1
AVANAFIL,"The drug label for STENDRA (avanafil) discusses infertility risks in the following sections:
 

 1. **Section 8.3 - Females and Males of Reproductive Potential:**
  - **Infertility:** 
  - ""There have been no studies evaluating the effect of STENDRA on fertility in men."" 
  - **Summary:** No direct studies have been conducted to evaluate whether STENDRA itself affects fertility in men.
  - ""Based on studies in animals, decreased fertility, abnormal sperm motility and morphology, and altered estrous cycles were observed in rats.""
  - **Summary:** Animal studies (not human studies) indicated that STENDRA itself was associated with decreased fertility, abnormal sperm motility and morphology, and altered estrous cycles in rats.
  - ""The abnormal sperm findings were reversible at the end of a 9-week drug-free period.""
  - **Summary:** The infertility risks (abnormal sperm findings) caused by STENDRA itself in animal studies were reversible after a 9-week period without the drug.
 

 2. **Section 13.1 - Carcinogenesis, Mutagenesis, and Impairment of Fertility:**
  - **Impairment of Fertility:**
  - ""In a rat fertility and early embryonic development study administered 100, 300, or 1000 mg/kg/day for 28 days prior to pairing and continued until euthanasia for males, and 14 days prior to pairing to gestation day 7 for females, a decrease in fertility, no or reduced sperm motility, altered estrous cycles, and an increased percentage of abnormal sperm (broken sperm with detached heads) occurred at exposures in males approximately 11 times the human exposure at a dose of 200 mg.""
  - **Summary:** In animal studies, STENDRA itself was associated with decreased fertility, reduced sperm motility, altered estrous cycles, and increased abnormal sperm at high exposure levels.
  - ""The altered sperm effects were reversible at the end of a 9-week drug-free period.""
  - **Summary:** The infertility risks (altered sperm effects) caused by STENDRA itself in animal studies were reversible after a 9-week period without the drug.
  - ""Systemic exposure at the NOAEL (300 mg/kg/day) was comparable to the human AUC at the MRHD of 200 mg.""
  - **Summary:** The No Observed Adverse Effect Level (NOAEL) in animal studies was comparable to the maximum recommended human dose, suggesting that the observed infertility risks were dose-dependent and occurred at higher exposures.
 

 In summary, the drug label indicates that STENDRA itself was associated with infertility risks in animal studies, including decreased fertility, abnormal sperm motility and morphology, and altered estrous cycles. These effects were reversible after a period without the drug. No direct studies have been conducted to evaluate the effect of STENDRA on fertility in humans.",Most,Yes,1,1
VANCOMYCIN HYDROCHLORIDE,"The drug label for Vancomycin Injection, USP does not explicitly discuss infertility risks. There are no sections or sentences within the provided drug label that mention infertility or reproductive risks directly associated with the use of vancomycin. The label does cover a wide range of other potential adverse effects, precautions, and contraindications, but infertility is not mentioned among them. Therefore, based on the provided information, vancomycin itself is not associated with or reported to cause infertility risks.",No,No,1,1
HYDROCORTISONE,"The drug label for ALKINDI SPRINKLE (hydrocortisone) mentions infertility risks in the following sections:
 

 1. **Section 13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility:**
  - **Sentence:** ""Corticosteroids have been shown to impair fertility in male rats.""
  - **Summary:** This sentence indicates that corticosteroids, the class of drugs to which hydrocortisone belongs, have been associated with impaired fertility in male rats. It does not specifically state that ALKINDI SPRINKLE itself was tested for this effect, but it implies a potential risk based on the class of drugs.
 

 2. **Section 6.2 Postmarketing Experience:**
  - **Sentence:** ""Reproductive: Alteration in motility and number of spermatozoa.""
  - **Summary:** This sentence suggests that corticosteroids, including hydrocortisone, have been associated with changes in sperm motility and count, which could impact fertility. It does not specifically state that ALKINDI SPRINKLE caused these effects but includes hydrocortisone as part of the broader category of corticosteroids.
 

 In summary, the drug label indicates that corticosteroids, including hydrocortisone, have been associated with infertility risks such as impaired fertility in male rats and alterations in sperm motility and count. However, it does not specifically state that ALKINDI SPRINKLE itself was directly tested for these effects.",Less,Yes,1,1
SILODOSIN,"The drug label for RAPAFLO (silodosin) discusses infertility risks in the following sections:
 

 1. **Section 8.3 - Females and Males of Reproductive Potential:**
  - **Sentence:** ""Possible effects on male fertility could be observed based on findings in rats at exposures that were at least two times higher than at the MRHD (based on AUC).""
  - **Summary:** The drug itself was associated with possible effects on male fertility in rats at high exposures.
  - **Sentence:** ""These findings may be reversible, and the clinical relevance is unknown.""
  - **Summary:** The drug itself caused reversible fertility effects in rats, but the relevance to humans is unknown.
 

 2. **Section 13.1 - Carcinogenesis, Mutagenesis, and Impairment of Fertility:**
  - **Sentence:** ""Treatment of male rats with silodosin for 15 days resulted in decreased fertility at the high dose of 20 mg/kg/day (about 2 times the exposure at the MRHD based on AUC) which was reversible following a two-week recovery period.""
  - **Summary:** The drug itself caused decreased fertility in male rats at high doses, which was reversible.
  - **Sentence:** ""No effect was observed at 6 mg/kg/day.""
  - **Summary:** The drug itself did not cause fertility effects in male rats at lower doses.
  - **Sentence:** ""The clinical relevance of this finding is not known.""
  - **Summary:** The relevance of the drug's fertility effects in rats to humans is unknown.
  - **Sentence:** ""In a fertility study in female rats, the high dose of 20 mg/kg/day (about 1 to 4 times the exposure at the MRHD based on AUC) resulted in estrus cycle changes, but no effect on fertility.""
  - **Summary:** The drug itself caused changes in the estrus cycle in female rats at high doses but did not affect fertility.
  - **Sentence:** ""No effect on the estrus cycle was observed at 6 mg/kg/day.""
  - **Summary:** The drug itself did not cause estrus cycle changes in female rats at lower doses.
  - **Sentence:** ""In a male rat fertility study, sperm viability and count were significantly lower after administration of 600 mg/kg/day (about 65 times the exposure at the MRHD based on AUC) for one month.""
  - **Summary:** The drug itself caused significant reductions in sperm viability and count in male rats at very high doses.
  - **Sentence:** ""Histopathological examination of infertile males revealed changes in the testes and epididymides at 200 mg/kg/day (about 30 times the exposure at the MRHD based on AUC).""
  - **Summary:** The drug itself caused changes in the testes and epididymides in male rats at high doses.
 

 In summary, the drug label indicates that RAPAFLO (silodosin) was associated with or caused infertility risks in animal studies, particularly at high doses. The clinical relevance of these findings to humans is unknown.",Most,Yes,1,1
FROVATRIPTAN SUCCINATE,"The drug label for frovatriptan succinate tablets discusses infertility risks in the section titled ""13.1 Carcinogenesis, Mutagenesis, Impairment of Fertility."" Here is a summary of the relevant parts:
 

 1. **Male and female rats were dosed orally with frovatriptan prior to and during mating and in females up to implantation, at doses of 100, 500, and 1000 mg/kg/day (equivalent to approximately 130, 650, and 1300 times the MRHD on a mg/m2 basis).**
  - **Summary:** The drug itself was administered to rats at various doses to study its effects on fertility.
 

 2. **At all dose levels, there was an increase in the number of females that mated on the first day of pairing compared to control animals.**
  - **Summary:** The drug itself was associated with an increase in the number of females that mated on the first day of pairing.
 

 3. **This occurred in conjunction with a prolongation of the estrous cycle.**
  - **Summary:** The drug itself caused a prolongation of the estrous cycle in female rats.
 

 4. **In addition, females had a decreased mean number of corpora lutea, and consequently a lower number of live fetuses per litter, which suggested a partial impairment of ovulation.**
  - **Summary:** The drug itself was associated with a decreased number of corpora lutea and a lower number of live fetuses per litter, suggesting partial impairment of ovulation.
 

 5. **There were no other fertility-related effects.**
  - **Summary:** The drug itself did not cause any other fertility-related effects beyond those mentioned.
 

 In summary, the drug frovatriptan succinate was associated with several infertility risks in animal studies, including an increase in mating on the first day, prolongation of the estrous cycle, decreased number of corpora lutea, and a lower number of live fetuses per litter, suggesting partial impairment of ovulation. No other fertility-related effects were observed.",Most,Yes,1,1
INTERFERON ALFA-N3,"The provided drug label for Alferon (interferon alfa-n3) does not contain any information or sentences discussing infertility risks. The label primarily includes information about the storage conditions for the drug, specifying that it should be stored at 2º to 8ºC (36º to 46ºF), should not be frozen, and should not be shaken. There are no mentions of infertility risks or associations with infertility in the provided text.",No,No,1,1
LUTETIUM LU 177 DOTATATE,"### Summary of Infertility Risks for LUTATHERA
 

 1. **Section 5.9 - Risk of Infertility:**
  - **Sentence:** ""LUTATHERA may cause infertility in males and females.""
  - **Summary:** The drug itself is associated with the risk of causing infertility in both males and females.
  - **Sentence:** ""The recommended cumulative dose of 29.6 GBq of LUTATHERA results in a radiation absorbed dose to the testes and ovaries within the range where temporary or permanent infertility can be expected following external beam radiotherapy.""
  - **Summary:** The drug itself, at the recommended cumulative dose, is associated with a radiation dose that can cause temporary or permanent infertility.
 

 2. **Section 8.3 - Females and Males of Reproductive Potential:**
  - **Sentence:** ""The recommended cumulative dose of 29.6 GBq of LUTATHERA results in a radiation absorbed dose to the testes and ovaries within the range where temporary or permanent infertility can be expected following external beam radiotherapy.""
  - **Summary:** The drug itself, at the recommended cumulative dose, is associated with a radiation dose that can cause temporary or permanent infertility.
 

 3. **Section 17 - Patient Counseling Information:**
  - **Sentence:** ""Advise female and male patients that LUTATHERA may impair fertility.""
  - **Summary:** The drug itself is associated with the risk of impairing fertility in both female and male patients.
 

 ### Conclusion
 LUTATHERA is associated with the risk of causing infertility in both males and females due to the radiation absorbed dose to the testes and ovaries at the recommended cumulative dose. This risk includes the potential for both temporary and permanent infertility.",Most,Yes,1,1
