,generic_name,trade_name,binary_determination,yes_no_prompts,set_id,short_answer,ground_truth
320,FLUMAZENIL,FLUMAZENIL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6673efde-057a-a889-e053-2a91aa0a517b,No,most
321,FLUMAZENIL,FLUMAZENIL,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6673efde-057a-a889-e053-2a91aa0a517b,No,most
322,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",20516384-6517-48be-bd6e-718250878a76,No,most
323,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",20516384-6517-48be-bd6e-718250878a76,No,most
324,FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",20516384-6517-48be-bd6e-718250878a76,No,most
325,FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1842a678-c32b-4e81-998e-597fc370fb9e,Yes,most
326,FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1842a678-c32b-4e81-998e-597fc370fb9e,Yes,most
327,FLUPHENAZINE DECANOATE,FLUPHENAZINE DECANOATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1842a678-c32b-4e81-998e-597fc370fb9e,Yes,most
328,FLURBIPROFEN,FLURBIPROFEN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a0e9620d-0951-44d7-af6c-9b642051bd74,Yes,most
329,FLURBIPROFEN,FLURBIPROFEN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a0e9620d-0951-44d7-af6c-9b642051bd74,Yes,most
330,FLURBIPROFEN,FLURBIPROFEN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a0e9620d-0951-44d7-af6c-9b642051bd74,Yes,most
331,FOSCARNET SODIUM,FOSCARNET SODIUM,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d2b4ce68-5a81-4b14-8914-21bc38f01008,No,most
332,FOSCARNET SODIUM,FOSCARNET SODIUM,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d2b4ce68-5a81-4b14-8914-21bc38f01008,No,most
333,FOSCARNET SODIUM,FOSCARNET SODIUM,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d2b4ce68-5a81-4b14-8914-21bc38f01008,No,most
334,FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b60c9c82-e5c7-4e05-98c7-5bbba4af04b2,No,most
335,FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b60c9c82-e5c7-4e05-98c7-5bbba4af04b2,No,most
336,FOSPHENYTOIN SODIUM,FOSPHENYTOIN SODIUM,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b60c9c82-e5c7-4e05-98c7-5bbba4af04b2,No,most
337,FOSTAMATINIB,FOSTAMATINIB,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",21149cc3-049b-43e2-b141-c9499160556c,No,most
338,FOSTAMATINIB,FOSTAMATINIB,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",21149cc3-049b-43e2-b141-c9499160556c,No,most
339,FOSTAMATINIB,FOSTAMATINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",21149cc3-049b-43e2-b141-c9499160556c,No,most
340,FROVATRIPTAN SUCCINATE,FROVATRIPTAN SUCCINATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",92c91060-c06e-4a8a-b586-a3fb25c33433,Yes,most
341,FROVATRIPTAN SUCCINATE,FROVATRIPTAN SUCCINATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",92c91060-c06e-4a8a-b586-a3fb25c33433,Yes,most
342,FROVATRIPTAN SUCCINATE,FROVATRIPTAN SUCCINATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",92c91060-c06e-4a8a-b586-a3fb25c33433,Yes,most
343,GADOBENATE DIMEGLUMINE,GADOBENATE DIMEGLUMINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",59077a3e-5f03-4342-ae24-856267545631,Yes,most
344,GADOBENATE DIMEGLUMINE,GADOBENATE DIMEGLUMINE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",59077a3e-5f03-4342-ae24-856267545631,Yes,most
345,GADOBENATE DIMEGLUMINE,GADOBENATE DIMEGLUMINE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",59077a3e-5f03-4342-ae24-856267545631,Yes,most
346,GALANTAMINE HYDROBROMIDE,GALANTAMINE HYDROBROMIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3059d10f-fb3d-4cbd-b936-104608889b67,No,most
347,GALANTAMINE HYDROBROMIDE,GALANTAMINE HYDROBROMIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3059d10f-fb3d-4cbd-b936-104608889b67,No,most
348,GALANTAMINE HYDROBROMIDE,GALANTAMINE HYDROBROMIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3059d10f-fb3d-4cbd-b936-104608889b67,No,most
349,GEMIFLOXACIN MESYLATE,GEMIFLOXACIN MESYLATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",63f60426-e27f-4258-9bfc-b4a15ebdca83,No,most
350,GEMIFLOXACIN MESYLATE,GEMIFLOXACIN MESYLATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",63f60426-e27f-4258-9bfc-b4a15ebdca83,No,most
351,GEMIFLOXACIN MESYLATE,GEMIFLOXACIN MESYLATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",63f60426-e27f-4258-9bfc-b4a15ebdca83,No,most
352,GILTERITINIB,GILTERITINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b5ff59aa-9c0d-49a8-9053-1f179b482383,No,most
353,GILTERITINIB,GILTERITINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b5ff59aa-9c0d-49a8-9053-1f179b482383,No,most
354,GILTERITINIB,GILTERITINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b5ff59aa-9c0d-49a8-9053-1f179b482383,No,most
355,GLASDEGIB,GLASDEGIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",204a6f7e-c9a4-472b-abd2-9527bda64d17,Yes,most
356,GLASDEGIB,GLASDEGIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",204a6f7e-c9a4-472b-abd2-9527bda64d17,Yes,most
357,GLASDEGIB,GLASDEGIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",204a6f7e-c9a4-472b-abd2-9527bda64d17,Yes,most
358,GOSERELIN,GOSERELIN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",294b168b-6e5f-4db9-bf70-d599271458b3,Yes,most
359,GOSERELIN,GOSERELIN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",294b168b-6e5f-4db9-bf70-d599271458b3,Yes,most
360,GOSERELIN,GOSERELIN,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",294b168b-6e5f-4db9-bf70-d599271458b3,Yes,most
361,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",dddc8714-383f-4bc5-a468-ae89dbc802b4,Yes,most
362,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",dddc8714-383f-4bc5-a468-ae89dbc802b4,Yes,most
363,GRANISETRON HYDROCHLORIDE,GRANISETRON HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",dddc8714-383f-4bc5-a468-ae89dbc802b4,Yes,most
364,HALOPERIDOL,HALOPERIDOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f5bfb3b9-0c6d-4f04-8bfc-d063cd8bb8ed,Yes,most
365,HALOPERIDOL,HALOPERIDOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f5bfb3b9-0c6d-4f04-8bfc-d063cd8bb8ed,Yes,most
366,HALOPERIDOL,HALOPERIDOL,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f5bfb3b9-0c6d-4f04-8bfc-d063cd8bb8ed,Yes,most
367,HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f2d14406-2ad4-4c5b-9c24-a026f27b415d,Yes,most
368,HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f2d14406-2ad4-4c5b-9c24-a026f27b415d,Yes,most
369,HALOPERIDOL DECANOATE,HALOPERIDOL DECANOATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f2d14406-2ad4-4c5b-9c24-a026f27b415d,Yes,most
370,HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7d1a9689-23c8-44ef-a474-8c607e13d794,No,most
371,HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7d1a9689-23c8-44ef-a474-8c607e13d794,No,most
372,HALOPERIDOL LACTATE,HALOPERIDOL LACTATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7d1a9689-23c8-44ef-a474-8c607e13d794,No,most
373,HISTRELIN ACETATE,HISTRELIN ACETATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d8fb000e-3cc9-4803-b71d-2cc597661977,No,most
374,HISTRELIN ACETATE,HISTRELIN ACETATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d8fb000e-3cc9-4803-b71d-2cc597661977,No,most
375,HISTRELIN ACETATE,HISTRELIN ACETATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d8fb000e-3cc9-4803-b71d-2cc597661977,No,most
376,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",eae6bd3d-140c-4dee-84a5-04ef541aef62,Yes,most
377,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",eae6bd3d-140c-4dee-84a5-04ef541aef62,Yes,most
378,HYDRALAZINE HYDROCHLORIDE,HYDRALAZINE HYDROCHLORIDE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",eae6bd3d-140c-4dee-84a5-04ef541aef62,Yes,most
379,HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fa2a09a8-7835-4261-a9b1-b35adab27de7,No,most
380,HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fa2a09a8-7835-4261-a9b1-b35adab27de7,No,most
381,HYDROCODONE BITARTRATE,HYDROCODONE BITARTRATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fa2a09a8-7835-4261-a9b1-b35adab27de7,No,most
382,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",805a1acd-2e0d-48f1-af6b-0e5d8e06c228,Yes,most
383,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",805a1acd-2e0d-48f1-af6b-0e5d8e06c228,Yes,most
384,HYDROXYCHLOROQUINE SULFATE,HYDROXYCHLOROQUINE SULFATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",805a1acd-2e0d-48f1-af6b-0e5d8e06c228,Yes,most
385,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2dcc6b0c-b63c-4dc1-a517-bb60ff557c00,No,most
386,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2dcc6b0c-b63c-4dc1-a517-bb60ff557c00,No,most
387,HYDROXYZINE HYDROCHLORIDE,HYDROXYZINE HYDROCHLORIDE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2dcc6b0c-b63c-4dc1-a517-bb60ff557c00,No,most
388,IBRUTINIB,IBRUTINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0dfd0279-ff17-4ea9-89be-9803c71bab44,No,most
389,IBRUTINIB,IBRUTINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0dfd0279-ff17-4ea9-89be-9803c71bab44,No,most
390,IBRUTINIB,IBRUTINIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0dfd0279-ff17-4ea9-89be-9803c71bab44,No,most
391,IBUPROFEN,IBUPROFEN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3a02af7e-7e69-45a6-97d7-ddc7d92b28b3,No,most
392,IBUTILIDE FUMARATE,IBUTILIDE FUMARATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2428969a-7431-4e94-9503-ad5c680e2ea4,Yes,most
393,IBUTILIDE FUMARATE,IBUTILIDE FUMARATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2428969a-7431-4e94-9503-ad5c680e2ea4,Yes,most
394,IBUTILIDE FUMARATE,IBUTILIDE FUMARATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2428969a-7431-4e94-9503-ad5c680e2ea4,Yes,most
395,IDARUBICIN HYDROCHLORIDE,IDARUBICIN HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0a5a6d93-cc1e-4d7f-8da1-446c134503b3,Yes,most
396,IDARUBICIN HYDROCHLORIDE,IDARUBICIN HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0a5a6d93-cc1e-4d7f-8da1-446c134503b3,Yes,most
397,IDARUBICIN HYDROCHLORIDE,IDARUBICIN HYDROCHLORIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0a5a6d93-cc1e-4d7f-8da1-446c134503b3,Yes,most
398,IFOSFAMIDE,IFOSFAMIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c90ab05f-8fe5-437e-a1c0-8b11ef63291e,No,most
399,IFOSFAMIDE,IFOSFAMIDE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c90ab05f-8fe5-437e-a1c0-8b11ef63291e,No,most
400,IFOSFAMIDE,IFOSFAMIDE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c90ab05f-8fe5-437e-a1c0-8b11ef63291e,No,most
401,ILOPERIDONE,ILOPERIDONE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",eeb0fcfd-e4e8-4fb1-9635-901dc9446235,No,most
402,ILOPERIDONE,ILOPERIDONE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",eeb0fcfd-e4e8-4fb1-9635-901dc9446235,No,most
403,ILOPERIDONE,ILOPERIDONE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",eeb0fcfd-e4e8-4fb1-9635-901dc9446235,No,most
404,IMATINIB MESYLATE,IMATINIB MESYLATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",211ef2da-2868-4a77-8055-1cb2cd78e24b,Yes,most
405,IMATINIB MESYLATE,IMATINIB MESYLATE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",211ef2da-2868-4a77-8055-1cb2cd78e24b,Yes,most
406,IMATINIB MESYLATE,IMATINIB MESYLATE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",211ef2da-2868-4a77-8055-1cb2cd78e24b,Yes,most
407,INDOMETHACIN,INDOMETHACIN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4d9a253a-f014-4fab-e054-00144ff8d46c,Yes,most
408,INDOMETHACIN,INDOMETHACIN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4d9a253a-f014-4fab-e054-00144ff8d46c,Yes,most
409,INDOMETHACIN,INDOMETHACIN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4d9a253a-f014-4fab-e054-00144ff8d46c,Yes,most
410,IODIXANOL,IODIXANOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0fe89ea2-04f7-46c5-9c35-220d8c144a95,Yes,most
411,IODIXANOL,IODIXANOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0fe89ea2-04f7-46c5-9c35-220d8c144a95,Yes,most
412,IODIXANOL,IODIXANOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0fe89ea2-04f7-46c5-9c35-220d8c144a95,Yes,most
413,IOHEXOL,IOHEXOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",442aed6e-6242-4a96-90aa-d988b62d55e8,No,most
414,IOHEXOL,IOHEXOL,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",442aed6e-6242-4a96-90aa-d988b62d55e8,No,most
415,IOHEXOL,IOHEXOL,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",442aed6e-6242-4a96-90aa-d988b62d55e8,No,most
416,IOPAMIDOL,IOPAMIDOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0b9e0d24-c6ca-4e22-9422-936e9d475eaa,No,most
417,IOPAMIDOL,IOPAMIDOL,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0b9e0d24-c6ca-4e22-9422-936e9d475eaa,No,most
418,IOPAMIDOL,IOPAMIDOL,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0b9e0d24-c6ca-4e22-9422-936e9d475eaa,No,most
419,IOTHALAMATE MEGLUMINE,IOTHALAMATE MEGLUMINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1292abfc-496f-4df7-9a08-72072953e1f1,Yes,most
420,IOTHALAMATE MEGLUMINE,IOTHALAMATE MEGLUMINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1292abfc-496f-4df7-9a08-72072953e1f1,Yes,most
421,IOTHALAMATE MEGLUMINE,IOTHALAMATE MEGLUMINE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1292abfc-496f-4df7-9a08-72072953e1f1,Yes,most
422,IVABRADINE,IVABRADINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8930b396-2bce-4fd7-ba03-14b8f2679dd1,Yes,most
423,IVABRADINE,IVABRADINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8930b396-2bce-4fd7-ba03-14b8f2679dd1,Yes,most
424,IVABRADINE,IVABRADINE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",8930b396-2bce-4fd7-ba03-14b8f2679dd1,Yes,most
425,IVOSIDENIB,IVOSIDENIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",65d254c0-67ad-42c4-b972-ad463b755b2d,No,most
426,IVOSIDENIB,IVOSIDENIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",65d254c0-67ad-42c4-b972-ad463b755b2d,No,most
427,IVOSIDENIB,IVOSIDENIB,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",65d254c0-67ad-42c4-b972-ad463b755b2d,No,most
428,IXABEPILONE,IXABEPILONE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",241f0b1e-8b95-470d-876f-bf1804daaf18,No,most
429,IXABEPILONE,IXABEPILONE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",241f0b1e-8b95-470d-876f-bf1804daaf18,No,most
430,IXABEPILONE,IXABEPILONE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",241f0b1e-8b95-470d-876f-bf1804daaf18,No,most
431,KETOCONAZOLE,KETOCONAZOLE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",75abf173-0e41-462a-a6bc-2a45af25baa4,No,most
432,KETOCONAZOLE,KETOCONAZOLE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",75abf173-0e41-462a-a6bc-2a45af25baa4,No,most
433,KETOCONAZOLE,KETOCONAZOLE,No,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",75abf173-0e41-462a-a6bc-2a45af25baa4,No,most
434,KETOPROFEN,KETOPROFEN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d0f47ab6-29ff-df07-e053-2a95a90a2b51,Yes,most
435,KETOPROFEN,KETOPROFEN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d0f47ab6-29ff-df07-e053-2a95a90a2b51,Yes,most
436,KETOPROFEN,KETOPROFEN,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d0f47ab6-29ff-df07-e053-2a95a90a2b51,Yes,most
437,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f47d4365-40a8-445b-99cd-49edad6a8ffc,No,most
438,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f47d4365-40a8-445b-99cd-49edad6a8ffc,No,most
439,KETOROLAC TROMETHAMINE,KETOROLAC TROMETHAMINE,Yes,"Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",f47d4365-40a8-445b-99cd-49edad6a8ffc,No,most
