,generic_name,less_determination,binary_determination,no_less_most_prompts,yes_no_prompts,set_id,urls
274,DEFERASIROX,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fee89140-fff1-4443-9f42-24ac004fcda1,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=fee89140-fff1-4443-9f42-24ac004fcda1&type=display
275,DEFERIPRONE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",946718ff-df43-1baa-74d1-e5bcfbe8ad86,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=946718ff-df43-1baa-74d1-e5bcfbe8ad86&type=display
276,DEFEROXAMINE MESYLATE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a7174843-5965-49fc-b842-f7eff7b48bbc,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a7174843-5965-49fc-b842-f7eff7b48bbc&type=display
277,DEFIBROTIDE SODIUM,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2c3db989-d7ad-41ed-9ebf-698dcf6c24ec,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2c3db989-d7ad-41ed-9ebf-698dcf6c24ec&type=display
278,DEFLAZACORT,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",31b347d2-f156-4055-9d8f-7cf0df420296,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=31b347d2-f156-4055-9d8f-7cf0df420296&type=display
279,DEGARELIX,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",ab11dd8a-0fd9-4013-89ab-e114557c7e4b,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=ab11dd8a-0fd9-4013-89ab-e114557c7e4b&type=display
280,DELAFLOXACIN MEGLUMINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fb77637a-88d9-4aea-958f-e270030ce30d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=fb77637a-88d9-4aea-958f-e270030ce30d&type=display
281,DEMECLOCYCLINE HYDROCHLORIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",645af8f4-0843-4afb-9ddc-f587f38adb68,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=645af8f4-0843-4afb-9ddc-f587f38adb68&type=display
282,DEOXYCHOLIC ACID,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",fe431ed4-ea6f-4e99-b4bc-ec25ae7b8553,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=fe431ed4-ea6f-4e99-b4bc-ec25ae7b8553&type=display
283,DESIPRAMINE HYDROCHLORIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",70b562ea-9f21-4e4a-b3ed-0590b2892f6a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=70b562ea-9f21-4e4a-b3ed-0590b2892f6a&type=display
284,DESLORATADINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c671342e-69a2-4ca5-abc2-8166ed4240d4,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c671342e-69a2-4ca5-abc2-8166ed4240d4&type=display
285,DESMOPRESSIN ACETATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",cf51914a-55df-4b4a-8ea8-c7af257c1d59,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=cf51914a-55df-4b4a-8ea8-c7af257c1d59&type=display
286,DESVENLAFAXINE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",91cf39c9-4d26-480a-a3a3-a3d8d4c4d222,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=91cf39c9-4d26-480a-a3a3-a3d8d4c4d222&type=display
287,DESVENLAFAXINE SUCCINATE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0f43610c-f290-46ea-d186-4f998ed99fce,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=0f43610c-f290-46ea-d186-4f998ed99fce&type=display
288,DEUTETRABENAZINE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7ea3c60a-45c7-44cc-afc2-d87fa53993c0,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7ea3c60a-45c7-44cc-afc2-d87fa53993c0&type=display
289,DEXAMETHASONE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",4b204f44-6e8a-4d17-803c-268f0b04679f,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=4b204f44-6e8a-4d17-803c-268f0b04679f&type=display
290,DEXCHLORPHENIRAMINE MALEATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",aa4f80c9-e600-4bc0-8528-02a8162a36f0,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=aa4f80c9-e600-4bc0-8528-02a8162a36f0&type=display
291,DEXMEDETOMIDINE HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",548a88c0-afda-427e-75ac-5af0cfa2224c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=548a88c0-afda-427e-75ac-5af0cfa2224c&type=display
292,DEXMETHYLPHENIDATE HYDROCHLORIDE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",7c552f11-e24a-4d9b-bb8d-be10c928eca8,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=7c552f11-e24a-4d9b-bb8d-be10c928eca8&type=display
293,DEXRAZOXANE HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",848cbcaf-2362-4da2-ae5c-9179aee21c0b,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=848cbcaf-2362-4da2-ae5c-9179aee21c0b&type=display
294,DEXTRAN 40,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3c273512-84e2-2cea-b201-12345a6bd1fe,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=3c273512-84e2-2cea-b201-12345a6bd1fe&type=display
295,DEXTROAMPHETAMINE SULFATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",cc717b9b-22ea-4c60-a1d4-ee38a40bce78,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=cc717b9b-22ea-4c60-a1d4-ee38a40bce78&type=display
296,DEXTROSE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",085614c7-ada4-4e2c-87c0-c9bc2f18365a,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=085614c7-ada4-4e2c-87c0-c9bc2f18365a&type=display
297,DIATRIZOATE MEGLUMINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e56882fa-4a30-43b1-bb6b-f7d4a4101c4e,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e56882fa-4a30-43b1-bb6b-f7d4a4101c4e&type=display
298,DIAZEPAM,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",12527569-8eb3-4624-b3c0-5c0e0c5f88c9,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=12527569-8eb3-4624-b3c0-5c0e0c5f88c9&type=display
299,DIAZOXIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",b16c7832-2fd9-49af-b923-1dc0d91fd6e2,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=b16c7832-2fd9-49af-b923-1dc0d91fd6e2&type=display
300,DICHLORPHENAMIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d30a87b9-90fb-35b2-e053-2995a90aea2c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d30a87b9-90fb-35b2-e053-2995a90aea2c&type=display
301,DICLOFENAC,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",dff10e66-a577-451d-ba75-1889458ca833,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=dff10e66-a577-451d-ba75-1889458ca833&type=display
302,DICLOFENAC POTASSIUM,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d249ced1-4ca0-4f57-adcb-23440f58f659,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d249ced1-4ca0-4f57-adcb-23440f58f659&type=display
303,DICLOXACILLIN SODIUM,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",3e4842ec-773b-4aeb-b37d-1c4e3cf53424,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=3e4842ec-773b-4aeb-b37d-1c4e3cf53424&type=display
304,DICYCLOMINE HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",c56598d5-9cd1-4cce-b172-ac338775aec7,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=c56598d5-9cd1-4cce-b172-ac338775aec7&type=display
305,DIDANOSINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",829e744d-7bd4-43dc-9b58-ffb016cb8e67,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=829e744d-7bd4-43dc-9b58-ffb016cb8e67&type=display
306,DIETHYLPROPION HYDROCHLORIDE ER,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",46d9dd37-a8c4-4c01-e054-00144ff8d46c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=46d9dd37-a8c4-4c01-e054-00144ff8d46c&type=display
307,DIFELIKEFALIN,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0c7b81f2-0fd3-47cb-8b0f-185e07f19c87,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=0c7b81f2-0fd3-47cb-8b0f-185e07f19c87&type=display
308,DIFLUNISAL,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",666f89b4-fd81-420a-a390-eb1cd4014f61,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=666f89b4-fd81-420a-a390-eb1cd4014f61&type=display
309,DIGOXIN,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d91e3646-4c63-4512-ab22-db39c085c4dc,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d91e3646-4c63-4512-ab22-db39c085c4dc&type=display
310,DILTIAZEM HYDROCHLORIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",51ddc49b-f2b5-4e79-93f5-e236fb546a66,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=51ddc49b-f2b5-4e79-93f5-e236fb546a66&type=display
311,DIMENHYDRINATE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",bc71539e-1a33-4709-8a24-c2894e8dbc1c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=bc71539e-1a33-4709-8a24-c2894e8dbc1c&type=display
312,DIMERCAPROL,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",bee9a137-160f-47e8-a551-ca461ae4f51e,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=bee9a137-160f-47e8-a551-ca461ae4f51e&type=display
313,DIMETHYL FUMARATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",665d7e74-036c-5f68-5b67-ab84b9b49151,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=665d7e74-036c-5f68-5b67-ab84b9b49151&type=display
314,DIMETHYL SULFOXIDE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",58b25d79-78f2-4953-b0c6-61658dc4ef0d,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=58b25d79-78f2-4953-b0c6-61658dc4ef0d&type=display
315,DIPHENHYDRAMINE HYDROCHLORIDE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",62edde3d-b41b-40fc-ac18-b749035de831,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=62edde3d-b41b-40fc-ac18-b749035de831&type=display
316,DIPYRIDAMOLE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",6093dcd9-82d2-414f-8507-eda22c14f626,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=6093dcd9-82d2-414f-8507-eda22c14f626&type=display
317,DIROXIMEL FUMARATE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",2d74414f-6b83-4ea2-9a95-3cecabbce774,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=2d74414f-6b83-4ea2-9a95-3cecabbce774&type=display
318,DISOPYRAMIDE PHOSPHATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",e2aa1642-d262-4520-bc6a-9fd3ad795677,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=e2aa1642-d262-4520-bc6a-9fd3ad795677&type=display
319,DISULFIRAM,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",d3832a1a-a140-49c1-a7df-134fa81341e3,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=d3832a1a-a140-49c1-a7df-134fa81341e3&type=display
320,DIVALPROEX SODIUM,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",0dc024ce-efc8-4690-7cb5-639c728fccac,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=0dc024ce-efc8-4690-7cb5-639c728fccac&type=display
321,DOBUTAMINE,Less,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",85fb5ba6-3597-e09f-e053-2a91aa0aded5,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=85fb5ba6-3597-e09f-e053-2a91aa0aded5&type=display
322,DOCETAXEL ANHYDROUS,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",a0ec4bcc-93ea-4c41-a4b6-95ec19491807,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=a0ec4bcc-93ea-4c41-a4b6-95ec19491807&type=display
323,DOFETILIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",02438044-d6a3-49e9-a1ac-3aad21ef2c8c,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=02438044-d6a3-49e9-a1ac-3aad21ef2c8c&type=display
324,DOLASETRON MESYLATE,Most,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",201b0eb8-4a1e-4e22-ab4b-addb642710d6,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=201b0eb8-4a1e-4e22-ab4b-addb642710d6&type=display
325,DOLUTEGRAVIR SODIUM,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",63df5af3-b8ac-4e76-9830-2dbb340af922,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=63df5af3-b8ac-4e76-9830-2dbb340af922&type=display
326,DONEPEZIL HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1cb44c65-00e8-4b5c-99c2-ad15173115a0,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1cb44c65-00e8-4b5c-99c2-ad15173115a0&type=display
327,DOPAMINE HYDROCHLORIDE,Less,Yes,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",1f306ad2-3606-4525-5a8a-ce78f426c1a2,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=1f306ad2-3606-4525-5a8a-ce78f426c1a2&type=display
328,DORAVIRINE,No,No,"Given the above information about a drug, answer 'was this drug associated with No Cardiotoxicity, Less Cardiotoxicity, or Most Cardiotoxicity?'
        Now answer with just one word: No, Less, or Most","Given the above information about a drug, answer 'was this drug associated with Cardiotoxicity?'
        Now, answer with just one word: Yes or No",76ce1f00-28c0-4314-bd2c-d473fe3d0970,https://dailymed.nlm.nih.gov/dailymed/fda/fdaDrugXsl.cfm?setid=76ce1f00-28c0-4314-bd2c-d473fe3d0970&type=display
